cell,invariant,before,after,residual,scaled_residual
1912,mass_d,1.078594709074094012254e-12,1.078594709074094012254e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1912,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mom_x,1.680600262658730903944e-06,1.680600262658730903944e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mom_y,-8.547086626581539161057e-08,-8.547086626581539161057e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mom_z,5.738174433116781323250e-10,5.738174433116781323250e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1913,energy,1.415882061540566893686e-04,1.415882061540566893686e-04,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mass_d,7.490442894723419514172e-13,7.490442894723419514172e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1913,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mom_x,1.750323784540879116454e-06,1.750323784540879116454e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mom_y,-9.765261800435495206186e-08,-9.765261800435495206186e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mom_z,-7.728564470780112272266e-10,-7.728564470780112272266e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1916,energy,1.554070249799642349214e-04,1.554070249799642349214e-04,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mass_d,9.043449261425526898026e-13,9.043449261425526898026e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1916,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mom_x,6.474957890862119849623e-07,6.474957890862119849623e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mom_y,-2.563489510513650794801e-07,-2.563489510513650794801e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mom_z,7.854437841293756207261e-12,7.854437841293756207261e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1917,energy,4.855075358573701259021e-05,4.855075358573701259021e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mass_d,1.101565006483252276188e-12,1.101565006483252276188e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1917,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mom_x,4.189473345707615510091e-07,4.189473345707615510091e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mom_y,-4.133932452345739841068e-10,-4.133932452345739841068e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mom_z,6.164870005135134512557e-17,6.164870005135134512557e-17,0.000000000000000000000e+00,0.00000000000000000e+00
1920,energy,1.762307497597526129412e-05,1.762307497597526129412e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mass_d,8.589928904931509350548e-13,8.589928904931509350548e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1920,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mom_x,4.221355538817638478309e-07,4.221355538817638478309e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mom_y,-4.821400558922301876606e-10,-4.821400558922301876606e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mom_z,1.402417801861097430501e-15,1.402417801861097430501e-15,0.000000000000000000000e+00,0.00000000000000000e+00
1922,energy,1.789025756174435238159e-05,1.789025756174435238159e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mass_d,8.589928904931509350548e-13,8.589928904931509350548e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1922,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mom_x,4.258306801674151360681e-07,4.258306801674151360681e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mom_y,-1.917599839273563095992e-10,-1.917599839273563095992e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mom_z,2.022125492103286591105e-16,2.022125492103286591105e-16,0.000000000000000000000e+00,0.00000000000000000e+00
1923,energy,1.820434521462027400432e-05,1.820434521462027400432e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mass_d,9.552546324199607864863e-13,9.552546324199607864863e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1923,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mom_x,4.284034849352303423780e-07,4.284034849352303423780e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mom_y,-3.447674252463514425572e-10,-3.447674252463514425572e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mom_z,4.974466800363057785314e-16,4.974466800363057785314e-16,0.000000000000000000000e+00,0.00000000000000000e+00
1925,energy,1.842370287606213171815e-05,1.842370287606213171815e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mass_d,9.794540333935017741995e-13,9.794540333935017741995e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1925,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mom_x,8.695101943544907240047e-07,8.695101943544907240047e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mom_y,2.585905002655795990034e-08,2.585905002655795990034e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mom_z,1.156661915176037440277e-09,1.156661915176037440277e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1926,energy,3.794740039975723528993e-05,3.794740039975723528993e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mass_d,1.461094526641463361162e-12,1.461094526641463361162e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1926,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mom_x,4.339470160532706098628e-07,4.339470160532706098628e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mom_y,-2.905108403128879237505e-10,-2.905108403128879237505e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mom_z,-2.432026454602298186773e-15,-2.432026454602298186773e-15,0.000000000000000000000e+00,0.00000000000000000e+00
1927,energy,1.890534614285328484881e-05,1.890534614285328484881e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mass_d,1.574575088490671298497e-12,1.574575088490671298497e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1927,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mom_x,8.494171826539679206274e-07,8.494171826539679206274e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mom_y,6.264978183687632557220e-09,6.264978183687632557220e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mom_z,2.867682379830788439440e-10,2.867682379830788439440e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1928,energy,3.617455194045401706444e-05,3.617455194045401706444e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mass_d,2.332889850506789168609e-12,2.332889850506789168609e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1928,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mom_x,4.367890388941008608766e-07,4.367890388941008608766e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mom_y,-3.527711209122179725682e-10,-3.527711209122179725682e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mom_z,2.419707782325691749006e-15,2.419707782325691749006e-15,0.000000000000000000000e+00,0.00000000000000000e+00
1929,energy,1.915213629015132340235e-05,1.915213629015132340235e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mass_d,1.296816092171385666865e-12,1.296816092171385666865e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1929,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mom_x,3.501796380704096005860e-07,3.501796380704096005860e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mom_y,-2.945180952813365516856e-08,-2.945180952813365516856e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mom_z,1.003407622633559454988e-08,1.003407622633559454988e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1930,energy,1.235938708860261095132e-05,1.235938708860261095132e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mass_d,1.383101195082057969315e-12,1.383101195082057969315e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1930,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mom_x,3.612443770023853173209e-07,3.612443770023853173209e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mom_y,-2.939851938144950173737e-08,-2.939851938144950173737e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mom_z,1.005564149684598750856e-08,1.005564149684598750856e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1931,energy,1.314628887835761680283e-05,1.314628887835761680283e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mass_d,1.383101195082057969315e-12,1.383101195082057969315e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1931,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mass,2.000000000000000041845e-08,2.000000000000000041845e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mom_x,1.613882454070534131906e-06,1.613882454070534131906e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mom_y,1.924412379777446052894e-08,1.924412379777446052894e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mom_z,1.378518548267257068452e-09,1.378518548267257068452e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1932,energy,6.546992415246883116001e-05,6.546992415246883116001e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mass_d,4.122506897358043888553e-12,4.122506897358043888553e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1932,mass_T,7.200000000000000182406e-05,7.200000000000000182406e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mom_x,7.461791216773977810631e-07,7.461791216773977810631e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mom_y,-3.390693585598105254630e-08,-3.390693585598105254630e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mom_z,7.979631070220368865206e-09,7.979631070220368865206e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1933,energy,2.805103121687616004958e-05,2.805103121687616004958e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mass_d,2.567692113249522111034e-12,2.567692113249522111034e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1933,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mom_x,1.265159316028386179845e-06,1.265159316028386179845e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mom_y,-1.419530996238834266565e-08,-1.419530996238834266565e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mom_z,9.630649709951421111049e-10,9.630649709951421111049e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1934,energy,5.382493375793726887203e-05,5.382493375793726887203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mass_d,2.807523423832895103186e-12,2.807523423832895103186e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1934,mass_T,5.400000000000000475618e-05,5.400000000000000475618e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mass,3.000000000000000393640e-08,3.000000000000000393640e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mom_x,2.372999823840242998975e-06,2.372999823840242998975e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mom_y,-3.092450424935611163006e-08,-3.092450424935611163006e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mom_z,1.142675754569203963715e-09,1.142675754569203963715e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1935,energy,9.478969089935624335597e-05,9.478969089935624335597e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mass_d,5.529355389528066665046e-12,5.529355389528066665046e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1935,mass_T,1.080000000000000095124e-04,1.080000000000000095124e-04,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mom_x,8.152363487646850131243e-07,8.152363487646850131243e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mom_y,-1.533365832382953783138e-09,-1.533365832382953783138e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mom_z,-8.290956013678610360901e-13,-8.290956013678610360901e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1936,energy,3.363680290627642552976e-05,3.363680290627642552976e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mass_d,2.083956483250515032362e-12,2.083956483250515032362e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1936,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mass,2.000000000000000041845e-08,2.000000000000000041845e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mom_x,1.662603378207592048945e-06,1.662603378207592048945e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mom_y,-1.336141903886398843074e-08,-1.336141903886398843074e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mom_z,-5.000436444636631898142e-10,-5.000436444636631898142e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1937,energy,6.963240881164442183139e-05,6.963240881164442183139e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mass_d,4.959227912785750178779e-12,4.959227912785750178779e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1937,mass_T,7.200000000000000182406e-05,7.200000000000000182406e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mass,3.500000000000000238665e-08,3.500000000000000238665e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mom_x,3.022760048254808274722e-06,3.022760048254808274722e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mom_y,1.485781365619246424131e-09,1.485781365619246424131e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mom_z,-5.096015119962036671935e-09,-5.096015119962036671935e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1938,energy,1.312543750608235180490e-04,1.312543750608235180490e-04,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mass_d,6.742708853874312642469e-12,6.742708853874312642469e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1938,mass_T,1.259999999999999998040e-04,1.259999999999999998040e-04,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mom_x,3.894622803746120274020e-07,3.894622803746120274020e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mom_y,2.695737258727971822267e-09,2.695737258727971822267e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mom_z,-2.287302331092670340211e-08,-2.287302331092670340211e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1939,energy,1.522176068792183263546e-05,1.522176068792183263546e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mass_d,1.705941107082670106528e-12,1.705941107082670106528e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1939,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mom_x,3.850053113719835337671e-07,3.850053113719835337671e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mom_y,-2.662512913110882435021e-09,-2.662512913110882435021e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mom_z,-9.799290656209549349356e-14,-9.799290656209549349356e-14,0.000000000000000000000e+00,0.00000000000000000e+00
1941,energy,1.488943906385804103365e-05,1.488943906385804103365e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mass_d,6.802842927030216457349e-13,6.802842927030216457349e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1941,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mom_x,3.848223773822810246234e-07,3.848223773822810246234e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mom_y,-2.354304077560931824057e-09,-2.354304077560931824057e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mom_z,-2.744647471123508284022e-14,-2.744647471123508284022e-14,0.000000000000000000000e+00,0.00000000000000000e+00
1942,energy,1.487945575592516593664e-05,1.487945575592516593664e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mass_d,8.581626076643528726811e-13,8.581626076643528726811e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1942,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mom_x,3.908873209842612257918e-07,3.908873209842612257918e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mom_y,-2.806395250889022581994e-09,-2.806395250889022581994e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mom_z,-3.115701245683622103326e-14,-3.115701245683622103326e-14,0.000000000000000000000e+00,0.00000000000000000e+00
1945,energy,1.535135454927212910717e-05,1.535135454927212910717e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mass_d,8.455854746140415325915e-13,8.455854746140415325915e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1945,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mom_x,3.911828398836938182417e-07,3.911828398836938182417e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mom_y,-1.993686386578679879774e-09,-1.993686386578679879774e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mom_z,-4.533984701700058127323e-13,-4.533984701700058127323e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1947,energy,1.537918058221197776495e-05,1.537918058221197776495e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mass_d,1.222101047910542391781e-12,1.222101047910542391781e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1947,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mom_x,8.290391409819123773542e-07,8.290391409819123773542e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mom_y,-1.593540995183695397004e-08,-1.593540995183695397004e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mom_z,4.006496867359675037226e-10,4.006496867359675037226e-10,0.000000000000000000000e+00,0.00000000000000000e+00
1952,energy,3.443696971022551614776e-05,3.443696971022551614776e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mass_d,1.230314665319599912059e-12,1.230314665319599912059e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1952,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mom_x,3.375224877110888603938e-07,3.375224877110888603938e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mom_y,-2.273053520491970657992e-07,-2.273053520491970657992e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mom_z,-9.924365998591378514353e-09,-9.924365998591378514353e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1963,energy,1.656876458213900332869e-05,1.656876458213900332869e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mass_d,9.489164530821980803249e-13,9.489164530821980803249e-13,0.000000000000000000000e+00,0.00000000000000000e+00
1963,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mass,2.000000000000000041845e-08,2.000000000000000041845e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mom_x,1.469980036397594839849e-06,1.469980036397594839849e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mom_y,-7.145291557047082098308e-07,-7.145291557047082098308e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mom_z,2.328247064103421096967e-11,2.328247064103421096967e-11,0.000000000000000000000e+00,0.00000000000000000e+00
1964,energy,7.227717599061202972521e-05,7.227717599061202972521e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mass_d,5.239320852669797341275e-12,5.239320852669797341275e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1964,mass_T,7.200000000000000182406e-05,7.200000000000000182406e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mom_x,7.593929133690009083827e-07,7.593929133690009083827e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mom_y,-5.237943273883645335906e-07,-5.237943273883645335906e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mom_z,-1.928189560143230760524e-11,-1.928189560143230760524e-11,0.000000000000000000000e+00,0.00000000000000000e+00
1965,energy,4.267083559124410202090e-05,4.267083559124410202090e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mass_d,2.156763159929117000252e-12,2.156763159929117000252e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1965,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mom_x,6.963599159969924867096e-07,6.963599159969924867096e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mom_y,-4.879606139854302793553e-07,-4.879606139854302793553e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mom_z,2.130479074119348099509e-08,2.130479074119348099509e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1966,energy,3.618776513708176265473e-05,3.618776513708176265473e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mass_d,1.891347307897983971211e-12,1.891347307897983971211e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1966,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mass,2.000000000000000041845e-08,2.000000000000000041845e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mom_x,1.418602535181649651380e-06,1.418602535181649651380e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mom_y,-9.278947063017622675586e-07,-9.278947063017622675586e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mom_z,9.478945721621148877155e-09,9.478945721621148877155e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1967,energy,7.204431153055458462477e-05,7.204431153055458462477e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mass_d,3.908260397401052615451e-12,3.908260397401052615451e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1967,mass_T,7.200000000000000182406e-05,7.200000000000000182406e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mass,2.500000000000000217743e-08,2.500000000000000217743e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mom_x,1.813049098616573979231e-06,1.813049098616573979231e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mom_y,-1.228138972327356913711e-06,-1.228138972327356913711e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mom_z,-8.824714354159153829343e-09,-8.824714354159153829343e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1968,energy,9.641399909008343735699e-05,9.641399909008343735699e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mass_d,5.893461895721332448228e-12,5.893461895721332448228e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1968,mass_T,9.000000000000000566821e-05,9.000000000000000566821e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mass,2.500000000000000217743e-08,2.500000000000000217743e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mom_x,1.920949693620654343191e-06,1.920949693620654343191e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mom_y,-7.166801303120102814001e-07,-7.166801303120102814001e-07,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mom_z,9.188499152352174512704e-09,9.188499152352174512704e-09,0.000000000000000000000e+00,0.00000000000000000e+00
1969,energy,8.971573152160094793105e-05,8.971573152160094793105e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mass_d,5.432119274288075844535e-12,5.432119274288075844535e-12,0.000000000000000000000e+00,0.00000000000000000e+00
1969,mass_T,9.000000000000000566821e-05,9.000000000000000566821e-05,0.000000000000000000000e+00,0.00000000000000000e+00
1970,mass,2.500000000000000217743e-08,2.500000000000000217743e-08,0.000000000000000000000e+00,0.00000000000000000e+00
1970,mom_x,1.906247710032629738382e-06,1.906247710032629738382e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1970,mom_y,-1.242975768129925726613e-06,-1.242975768129925726613e-06,0.000000000000000000000e+00,0.00000000000000000e+00
1970,mom_z,9.679966305054682845466e-09,9.679966305054682845466e-09,0.000000000000000000000e+00,0.00000000000000000e+00
