cell,invariant,before,after,residual,scaled_residual
649,energy,2.695424142853857502728e-05,2.695424142853857502728e-05,0.000000000000000000000e+00,0.00000000000000000e+00
649,mass_d,1.601462301455902136929e-12,1.601462301455902136929e-12,0.000000000000000000000e+00,0.00000000000000000e+00
649,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
650,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
650,mom_x,1.107988073436553430777e-06,1.107988073436553430777e-06,0.000000000000000000000e+00,0.00000000000000000e+00
650,mom_y,-6.288993050573041522239e-10,-6.288993050573041522239e-10,0.000000000000000000000e+00,0.00000000000000000e+00
650,mom_z,1.572458713360705772530e-14,1.572458713360705772530e-14,0.000000000000000000000e+00,0.00000000000000000e+00
650,energy,4.128234596771210215002e-05,4.128234596771210215002e-05,0.000000000000000000000e+00,0.00000000000000000e+00
650,mass_d,1.813532780101446429326e-12,1.813532780101446429326e-12,0.000000000000000000000e+00,0.00000000000000000e+00
650,mass_T,5.400000000000000475618e-05,5.400000000000000475618e-05,0.000000000000000000000e+00,0.00000000000000000e+00
651,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
651,mom_x,1.125371694807290666346e-06,1.125371694807290666346e-06,0.000000000000000000000e+00,0.00000000000000000e+00
651,mom_y,-6.903251771598607541058e-10,-6.903251771598607541058e-10,0.000000000000000000000e+00,0.00000000000000000e+00
651,mom_z,-4.565791271645547906271e-14,-4.565791271645547906271e-14,0.000000000000000000000e+00,0.00000000000000000e+00
651,energy,4.257546909643283188952e-05,4.257546909643283188952e-05,0.000000000000000000000e+00,0.00000000000000000e+00
651,mass_d,1.864890833810090895033e-12,1.864890833810090895033e-12,0.000000000000000000000e+00,0.00000000000000000e+00
651,mass_T,5.400000000000000475618e-05,5.400000000000000475618e-05,0.000000000000000000000e+00,0.00000000000000000e+00
652,mass,1.000000000000000020923e-08,1.000000000000000020923e-08,0.000000000000000000000e+00,0.00000000000000000e+00
652,mom_x,7.620631518128701277471e-07,7.620631518128701277471e-07,0.000000000000000000000e+00,0.00000000000000000e+00
652,mom_y,-4.627243420026761022121e-10,-4.627243420026761022121e-10,0.000000000000000000000e+00,0.00000000000000000e+00
652,mom_z,-2.777228602717967536309e-14,-2.777228602717967536309e-14,0.000000000000000000000e+00,0.00000000000000000e+00
652,energy,2.927624896660678319020e-05,2.927624896660678319020e-05,0.000000000000000000000e+00,0.00000000000000000e+00
652,mass_d,1.423126267744334250825e-12,1.423126267744334250825e-12,0.000000000000000000000e+00,0.00000000000000000e+00
652,mass_T,3.600000000000000091203e-05,3.600000000000000091203e-05,0.000000000000000000000e+00,0.00000000000000000e+00
653,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
653,mom_x,1.164086538768329482911e-06,1.164086538768329482911e-06,0.000000000000000000000e+00,0.00000000000000000e+00
653,mom_y,-5.599445421383264982484e-10,-5.599445421383264982484e-10,0.000000000000000000000e+00,0.00000000000000000e+00
653,mom_z,2.167370560570392120778e-14,2.167370560570392120778e-14,0.000000000000000000000e+00,0.00000000000000000e+00
653,energy,4.552813305890046781778e-05,4.552813305890046781778e-05,0.000000000000000000000e+00,0.00000000000000000e+00
653,mass_d,2.584541036783844559401e-12,2.584541036783844559401e-12,0.000000000000000000000e+00,0.00000000000000000e+00
653,mass_T,5.400000000000000475618e-05,5.400000000000000475618e-05,0.000000000000000000000e+00,0.00000000000000000e+00
654,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
654,mom_x,1.175092417171375625513e-06,1.175092417171375625513e-06,0.000000000000000000000e+00,0.00000000000000000e+00
654,mom_y,-2.098379129463230504003e-08,-2.098379129463230504003e-08,0.000000000000000000000e+00,0.00000000000000000e+00
654,mom_z,9.863248074337447810061e-09,9.863248074337447810061e-09,0.000000000000000000000e+00,0.00000000000000000e+00
654,energy,4.631987810203032601263e-05,4.631987810203032601263e-05,0.000000000000000000000e+00,0.00000000000000000e+00
654,mass_d,1.569685839403761803398e-12,1.569685839403761803398e-12,0.000000000000000000000e+00,0.00000000000000000e+00
654,mass_T,5.400000000000000475618e-05,5.400000000000000475618e-05,0.000000000000000000000e+00,0.00000000000000000e+00
655,mass,5.000000000000000104613e-09,5.000000000000000104613e-09,0.000000000000000000000e+00,0.00000000000000000e+00
655,mom_x,4.029625573650449564344e-07,4.029625573650449564344e-07,0.000000000000000000000e+00,0.00000000000000000e+00
655,mom_y,-1.738426999217786722763e-10,-1.738426999217786722763e-10,0.000000000000000000000e+00,0.00000000000000000e+00
655,mom_z,4.302493271120104337732e-13,4.302493271120104337732e-13,0.000000000000000000000e+00,0.00000000000000000e+00
655,energy,1.635262222495639938152e-05,1.635262222495639938152e-05,0.000000000000000000000e+00,0.00000000000000000e+00
655,mass_d,6.440309612077272768839e-13,6.440309612077272768839e-13,0.000000000000000000000e+00,0.00000000000000000e+00
655,mass_T,1.800000000000000045602e-05,1.800000000000000045602e-05,0.000000000000000000000e+00,0.00000000000000000e+00
656,mass,1.500000000000000196820e-08,1.500000000000000196820e-08,0.000000000000000000000e+00,0.00000000000000000e+00
656,mom_x,1.227250842650042589110e-06,1.227250842650042589110e-06,0.000000000000000000000e+00,0.00000000000000000e+00
656,mom_y,-4.622945489069159920342e-10,-4.622945489069159920342e-10,0.000000000000000000000e+00,0.00000000000000000e+00
656,mom_z,-6.942089432603513084489e-13,-6.942089432603513084489e-13,0.000000000000000000000e+00,0.00000000000000000e+00
656,energy,5.054904504236029704270e-05,5.054904504236029704270e-05,0.000000000000000000000e+00,0.00000000000000000e+00
656,mass_d,1.906856402650026731722e-12,1.906856402650026731722e-12,0.000000000000000000000e+00,0.00000000000000000e+00
