multiplier,particle_count_initial,repeat,state,total_ms,gas_flux_ms,eulerian_coupling_ms,injection_ms,bin_pre_ms,pressure_pre_ms,collision_pool_ms,relax_ms,track_ms,bin_post_ms,moments_ms,pressure_post_ms,compaction_ms,boundary_ms,particle_count,base_particle_count,injected_particle_count,removed_particle_count,injection_fraction,occupancy_cv,occupancy_i2,occupancy_p99,occupancy_max,heavy_cell_fraction,heavy_particle_fraction,heavy_task_count_estimate
500,3790500,1,S1,23.3062401,0.39731200050000004,0.129023999,0.0337920003,0.0255999994,2.038272025,0.74496001,7.47929597,4.18918395,0.332287997,2.255360005,2.048560025,3.604480025,0.0266239997,3798931.5,3798987.5,86.0,0.0,2.263757888939615e-05,1.9750529921397288,4.900834722305699,4500.0,11498.5,0.12486842105263157,0.6127907958319565,2650.0
500,3790500,2,S1,23.3912325,0.45312000799999996,0.1285120025,0.0337920003,0.06707200035,2.04799998,0.7429120245,7.424000025,4.217855935,0.331775993,2.24153602,2.051072,3.61062407,0.0266239997,3798931.5,3798987.5,86.0,0.0,2.263757888939615e-05,1.9750530586831754,4.900834985075145,4500.0,11498.5,0.12486842105263157,0.6127905327481407,2650.0
500,3790500,3,S1,23.48851205,0.3845119925,0.1305600035,0.03430400045,0.0255999994,2.052608015,0.745472014,7.490559814999999,4.244992014999999,0.332287997,2.26764798,2.06131196,3.6014080049999997,0.0266239997,3798931.5,3798987.5,86.0,0.0,2.263757888939615e-05,1.9750529921397288,4.900834722305699,4500.0,11498.5,0.12486842105263157,0.6127905326838796,2650.0
500,3790500,4,S1,23.5274248,0.414719999,0.130048007,0.0348160006,0.0255999994,2.052608015,0.7480320039999999,7.483903885,4.24396801,0.332800001,2.256384015,2.053119895,3.606528045,0.0266239997,3798931.5,3798987.5,86.0,0.0,2.263757888939615e-05,1.9750529921397288,4.900834722305699,4500.0,11498.5,0.12486842105263157,0.6127898749743399,2650.0
500,3790500,5,S1,23.531007799999998,0.41881599999999997,0.129536003,0.0337920003,0.0266239997,2.060783985,0.750591993,7.478783845000001,4.251136065,0.332800001,2.28454399,2.0613119600000003,3.612160085,0.0266239997,3798931.5,3798987.5,86.0,0.0,2.263757888939615e-05,1.9750529921397288,4.900834722305699,4500.0,11498.5,0.12486842105263157,0.6127910589800336,2650.0
1000,7581000,1,L0,74.9132805,0.385023996,0.122879997,0.0532479994,0.0,11.741183750000001,19.28500845,13.909503950000001,6.32217598,0.0,4.27776003,11.159040000000001,7.435263875,0.0255999994,7597874.0,7597991.0,172.0,1.5,2.2634306979087577e-05,1.9750419155986139,4.900790974745712,9000.0,22995.5,0.23651315789473684,0.8344335866385977,6346.5
1000,7581000,2,L0,74.81139375000001,0.43519999099999995,0.125952005,0.05375999955,0.0,11.77753595,19.2885761,13.8536959,6.33139205,0.0,4.267024040000001,11.101696050000001,7.429120060000001,0.02612799965,7597874.0,7597991.0,172.0,1.5,2.2634306979087577e-05,1.9750418833935726,4.900790847574161,9000.0,22995.5,0.23651315789473684,0.8344335866385977,6346.5
1000,7581000,3,L0,74.8718109,0.4265440105,0.1285120025,0.0522239991,0.0,11.76217605,19.26604845,13.9581442,6.37952018,0.0,4.275712015,11.184639950000001,7.42912006,0.0255999994,7597874.0,7597991.0,172.0,1.5,2.2634306979087577e-05,1.9750419802087247,4.900791229878699,9000.0,22995.5,0.23651315789473684,0.8344335866385977,6346.5
1000,7581000,4,L0,75.05561449999999,0.378879994,0.1203200035,0.0522239991,0.0,11.91782375,19.3295355,13.92748785,6.360575915,0.0,4.263935805,11.0807042,7.45062399,0.0266239997,7597874.0,7597991.0,172.0,1.0,2.2634308468395027e-05,1.9750419802087247,4.900791229878699,9000.0,22995.5,0.23651315789473684,0.8344335757427299,6346.5
1000,7581000,5,L0,75.4672661,0.415232003,0.129023999,0.0553120002,0.0,12.069376,19.4145279,14.0037117,6.366719965,0.0,4.2783041,11.1052799,7.435775995,0.0255999994,7597874.0,7597991.0,172.0,1.5,2.2634306979087577e-05,1.9750419802087247,4.900791229878699,9000.0,22995.5,0.23651315789473684,0.8344335866385977,6346.5
1000,7581000,1,L1,46.8469772,0.3957760035,0.130048007,0.0563200004,1.82123202,2.99571204,1.3240319500000002,15.4926076,8.933887955,1.846272055,3.633664015,3.0305279499999997,7.1101441350000005,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750422122892557,4.9007921466517965,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,2,L1,46.77120015,0.442880005,0.1305600035,0.0563200004,1.825792015,3.013120055,1.32505596,15.5335679,8.756735805,1.8488319500000001,3.59321594,3.0192641,7.105023859999999,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421456788563,4.900791883620024,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,3,L1,46.8106251,0.442368001,0.131072,0.0563200004,1.80889601,3.00953603,1.3312,15.55766395,8.793087960000001,1.8565120099999999,3.6556799399999997,3.0269439250000003,7.1050241,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421452787936,4.900791882040254,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,4,L1,46.96831895,0.408624008,0.130048007,0.0563200004,1.814015985,3.00083196,1.32812798,15.5566082,8.920063970000001,1.831936,3.615743995,3.014144065,7.13472009,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750422122892557,4.9007921466517965,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,5,L1,46.9657612,0.40908800050000005,0.131072,0.0563200004,1.8155519949999999,3.009024025,1.3291519900000002,15.519743949999999,8.8975358,1.846783995,3.63827205,3.01363206,7.11679983,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421452787936,4.900791882040254,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,1,E1,44.4707851,0.4249599875,0.1315839965,0.0563200004,0.749055982,2.984448075,1.319936035,15.22329615,8.744959829999999,0.748032004,3.65670395,3.02591991,7.110656025,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421452787936,4.900791882040254,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,2,E1,44.6679039,0.449024007,0.1300960035,0.0563200004,0.751103997,2.99315202,1.32454395,15.6416001,8.76697588,0.74752003,3.634176015,3.01004803,7.11423993,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421476791686,4.900791891518876,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,3,E1,44.523521450000004,0.41420801,0.131072,0.0563200004,0.7500799895,2.99417591,1.321472045,15.4383359,8.77107191,0.748543978,3.639296055,3.028479935,7.14547205,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750416792392418,4.90079004173938,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,4,E1,44.53427125,0.398336008,0.130048007,0.0563200004,0.7500799895,2.987008095,1.32147199,15.52895975,8.709119795,0.745472014,3.6157599649999996,3.009024025,7.140352010000001,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.975041912242376,4.900790961823993,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,5,E1,44.586977000000005,0.444415987,0.131072,0.0568320006,0.751616001,2.99417591,1.324543955,15.50080015,8.83507204,0.747008026,3.6823039050000004,3.02540791,7.15878415,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750418153938916,4.900790579387907,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,1,S1,43.6986885,0.447519988,0.1305600035,0.05580800025,0.0255999994,3.036671995,1.231359955,15.284256,8.63795185,0.740351975,3.62393594,3.10681605,7.14547205,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.975042080635364,4.9007916267756855,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,2,S1,44.01817705,0.4556799975,0.131072,0.0563200004,0.0445440002,3.04384005,1.238528015,15.539200300000001,8.663551805,0.738816023,3.592703935,3.116032005,7.160831925,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750421477125073,4.900791891650524,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,3,S1,43.764736150000004,0.4367360025,0.131072,0.0563200004,0.027135999850000002,3.05820799,1.237504005,15.369215950000001,8.702463625,0.737792015,3.603968025,3.11398411,7.10963202,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750420484636706,4.900791499735815,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,4,S1,43.79289625,0.460800007,0.130048007,0.0563200004,0.06060799955,3.048448085,1.2354559900000002,15.20895955,8.825855735000001,0.740352005,3.6418559549999996,3.117103935,7.140864135,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.9750422122892557,4.9007921466517965,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1000,7581000,5,S1,43.8414726,0.440831989,0.132095993,0.0563200004,0.02611199955,3.049984095,1.234431985,15.40454435,8.752128124999999,0.740351975,3.6131840950000003,3.104768035,7.121407985,0.0266239997,7597875.5,7597992.0,172.0,1.0,2.2634306979087577e-05,1.975042048430332,4.900791499604168,9000.0,22995.5,0.23651315789473684,0.8344333783073365,6346.5
1250,9476250,1,L0,93.17375945,0.453631997,0.129536003,0.066048,0.0,15.02310375,24.11878395,17.18272015,7.767551900000001,0.0,5.216768025,13.8209281,9.375743865,0.027648,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248566593027,4.900723612181354,11250.0,28746.0,0.40151315789473685,0.9999198600715602,11095.0
1250,9476250,2,L0,93.2449303,0.410672009,0.131072,0.0655359998,0.0,15.10092785,23.9646721,17.19808005,7.752703905000001,0.0,5.1947519799999995,13.95968005,9.38700819,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248566593027,4.900723612181354,11250.0,28746.0,0.40151315789473685,0.9999194391363473,11095.0
1250,9476250,3,L0,93.6535034,0.43008001149999997,0.130048007,0.0655359998,0.0,15.0794239,24.16947175,17.22111985,7.784447910000001,0.0,5.20192003,13.984256299999998,9.393664359999999,0.027648,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248566593027,4.900723612181354,11250.0,28746.0,0.40151315789473685,0.999919491753249,11095.0
1250,9476250,4,L0,93.23571394999999,0.3957760035,0.130048007,0.0655359998,0.0,15.0021124,24.0522232,17.184767700000002,7.763455865,0.0,5.208575965,13.8557439,9.359871865,0.027648,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248566593027,4.900723612181354,11250.0,28746.0,0.40151315789473685,0.9999196496039537,11095.0
1250,9476250,5,L0,93.25823975,0.42444799850000003,0.131072,0.0655359998,0.0,15.0850563,24.193023699999998,17.1970558,7.764480115,0.0,5.210111855,13.80454395,9.365504265,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248566593027,4.900723612181354,11250.0,28746.0,0.40151315789473685,0.9999198600715602,11095.0
1250,9476250,1,L1,58.36646465,0.414223999,0.130048007,0.06707200035,2.28864002,3.576352,1.6957440400000001,20.042240149999998,11.0049276,2.285055995,4.29363203,3.57580805,8.888832095,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.9999194391363473,11095.0
1250,9476250,2,L1,58.2748165,0.45056000350000003,0.129536003,0.06707200035,2.267135975,3.5773440599999997,1.690111995,19.87635135,10.996223950000001,2.26304007,4.268543960000001,3.569664005,8.902143955,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999195969870522,11095.0
1250,9476250,3,L1,57.99116895,0.448512003,0.130048007,0.06707200035,2.28044796,3.59014392,1.696768045,19.75859165,11.02182385,2.27942395,4.205567835,3.5537919999999996,8.912384034999999,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.9999195443701505,11095.0
1250,9476250,4,L1,58.27993585,0.40704,0.130048007,0.06553599985,2.256384015,3.55891192,1.684991955,20.062720300000002,10.985984349999999,2.2876160150000002,4.292095895,3.576336025,8.86835194,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999196496039537,11095.0
1250,9476250,5,L1,58.05926515,0.461824,0.130048007,0.066048,2.27788806,3.566079975,1.686015965,19.876352349999998,10.99571185,2.244095925,4.23833585,3.568639995,8.85964775,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.999919491753249,11095.0
1250,9476250,1,E1,55.382528300000004,0.399359986,0.129023999,0.0655359998,0.9456639885,3.54457605,1.68140805,19.728896149999997,11.13036825,0.941568017,4.240383865,3.56044793,8.908799649999999,0.02567999995,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999198074546586,11095.0
1250,9476250,2,E1,55.6574726,0.455680013,0.1305600035,0.06707200035,0.950272024,3.55891192,1.686015965,19.9306564,11.158527849999999,0.9456639885,4.235264065,3.5578879150000002,8.919552325,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.9999193865194458,11095.0
1250,9476250,3,E1,55.174144749999996,0.4367360025,0.129536003,0.0665600002,0.9466879960000001,3.55686402,1.687039975,19.6838398,10.89638425,0.944127977,4.283391955,3.569152,8.93132782,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.97502456464115,4.900722459077283,11250.0,28746.0,0.40151315789473685,0.9999199126884617,11095.0
1250,9476250,4,E1,55.721473700000004,0.398335993,0.130048007,0.06656000014999999,0.9472,3.549696085,1.688575985,20.014592200000003,10.90303995,0.943104029,4.267008065000001,3.5783680650000003,8.888831615,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.9999196496039537,11095.0
1250,9476250,5,E1,55.869440100000006,0.47052800650000004,0.1315839965,0.06707200035,0.948224008,3.5609599349999996,1.68550396,20.0171518,11.07353595,0.941568017,4.2521598350000005,3.56454396,8.93286419,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.975024617962314,4.900722669628728,11250.0,28746.0,0.40151315789473685,0.9999199653053634,11095.0
1250,9476250,1,S1,54.7502079,0.424960002,0.1305600035,0.0655359998,0.0255999994,3.587072015,1.558016005,19.7857285,11.0438399,0.941056013,4.29567981,3.71097589,8.94975996,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.999919491753249,11095.0
1250,9476250,2,S1,54.71232035,0.4331520055,0.1305600035,0.06707200035,0.0255999994,3.586048125,1.55648005,19.922944049999998,11.0074878,0.940032005,4.283904075000001,3.7125119,8.911872385,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999193865194458,11095.0
1250,9476250,3,S1,54.67289545,0.4254720065,0.1305600035,0.06707200035,0.0255999994,3.571200015,1.5554560450000001,19.8650885,11.054592150000001,0.942080021,4.279807805,3.726848005,8.922623635,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999193865194458,11095.0
1250,9476250,4,S1,54.17313575,0.388096005,0.129023999,0.0665600002,0.0255999994,3.558447955,1.55699199,19.742719649999998,10.9107199,0.9395200015,4.2378239650000005,3.69971204,8.90419197,0.02611199955,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750247511051842,4.900723195375432,11250.0,28746.0,0.40151315789473685,0.9999195969870522,11095.0
1250,9476250,5,S1,54.30937575,0.439807996,0.129023999,0.06502399965,0.0255999994,3.5630079500000003,1.549312,19.715071700000003,10.8533759,0.940032005,4.23935986,3.7150719150000002,8.918047905,0.0266239997,9497351.0,9497494.0,216.0,2.0,2.2734709770187058e-05,1.9750248044263383,4.900723405926877,11250.0,28746.0,0.40151315789473685,0.9999193865194458,11095.0
