factor,pair,order_in_pair,state,run_id,metric,value
16,1,1,S1,k16_pair01_o1_S1,particle_count,3963929
16,1,1,S1,k16_pair01_o1_S1,occupancy_mean,521.56960526315788
16,1,1,S1,k16_pair01_o1_S1,occupancy_cv,3.5074423978610243
16,1,1,S1,k16_pair01_o1_S1,occupancy_p99,4500
16,1,1,S1,k16_pair01_o1_S1,occupancy_max,118994
16,1,1,S1,k16_pair01_o1_S1,heavy_threshold,0
16,1,1,S1,k16_pair01_o1_S1,heavy_cell_count,0
16,1,1,S1,k16_pair01_o1_S1,heavy_particle_count,0
16,1,1,S1,k16_pair01_o1_S1,heavy_particle_fraction,0
16,1,1,S1,k16_pair01_o1_S1,heavy_task_count_estimate,0
16,1,2,S2,k16_pair01_o2_S2,particle_count,3963929
16,1,2,S2,k16_pair01_o2_S2,occupancy_mean,521.56960526315788
16,1,2,S2,k16_pair01_o2_S2,occupancy_cv,3.5074422954859186
16,1,2,S2,k16_pair01_o2_S2,occupancy_p99,4500
16,1,2,S2,k16_pair01_o2_S2,occupancy_max,118994
16,1,2,S2,k16_pair01_o2_S2,heavy_threshold,8704
16,1,2,S2,k16_pair01_o2_S2,heavy_cell_count,15
16,1,2,S2,k16_pair01_o2_S2,heavy_particle_count,317496
16,1,2,S2,k16_pair01_o2_S2,heavy_particle_fraction,0.080085490734191925
16,1,2,S2,k16_pair01_o2_S2,heavy_task_count_estimate,48
16,2,1,S2,k16_pair02_o1_S2,particle_count,3963929
16,2,1,S2,k16_pair02_o1_S2,occupancy_mean,521.56960526315788
16,2,1,S2,k16_pair02_o1_S2,occupancy_cv,3.5074423289069592
16,2,1,S2,k16_pair02_o1_S2,occupancy_p99,4500
16,2,1,S2,k16_pair02_o1_S2,occupancy_max,118994
16,2,1,S2,k16_pair02_o1_S2,heavy_threshold,8704
16,2,1,S2,k16_pair02_o1_S2,heavy_cell_count,15
16,2,1,S2,k16_pair02_o1_S2,heavy_particle_count,317496
16,2,1,S2,k16_pair02_o1_S2,heavy_particle_fraction,0.080085490734191925
16,2,1,S2,k16_pair02_o1_S2,heavy_task_count_estimate,48
16,2,2,S1,k16_pair02_o2_S1,particle_count,3963929
16,2,2,S1,k16_pair02_o2_S1,occupancy_mean,521.56960526315788
16,2,2,S1,k16_pair02_o2_S1,occupancy_cv,3.5074423289069592
16,2,2,S1,k16_pair02_o2_S1,occupancy_p99,4500
16,2,2,S1,k16_pair02_o2_S1,occupancy_max,118994
16,2,2,S1,k16_pair02_o2_S1,heavy_threshold,0
16,2,2,S1,k16_pair02_o2_S1,heavy_cell_count,0
16,2,2,S1,k16_pair02_o2_S1,heavy_particle_count,0
16,2,2,S1,k16_pair02_o2_S1,heavy_particle_fraction,0
16,2,2,S1,k16_pair02_o2_S1,heavy_task_count_estimate,0
16,3,1,S1,k16_pair03_o1_S1,particle_count,3963929
16,3,1,S1,k16_pair03_o1_S1,occupancy_mean,521.56960526315788
16,3,1,S1,k16_pair03_o1_S1,occupancy_cv,3.5074423286286898
16,3,1,S1,k16_pair03_o1_S1,occupancy_p99,4500
16,3,1,S1,k16_pair03_o1_S1,occupancy_max,118994
16,3,1,S1,k16_pair03_o1_S1,heavy_threshold,0
16,3,1,S1,k16_pair03_o1_S1,heavy_cell_count,0
16,3,1,S1,k16_pair03_o1_S1,heavy_particle_count,0
16,3,1,S1,k16_pair03_o1_S1,heavy_particle_fraction,0
16,3,1,S1,k16_pair03_o1_S1,heavy_task_count_estimate,0
16,3,2,S2,k16_pair03_o2_S2,particle_count,3963929
16,3,2,S2,k16_pair03_o2_S2,occupancy_mean,521.56960526315788
16,3,2,S2,k16_pair03_o2_S2,occupancy_cv,3.5074423969060291
16,3,2,S2,k16_pair03_o2_S2,occupancy_p99,4500
16,3,2,S2,k16_pair03_o2_S2,occupancy_max,118994
16,3,2,S2,k16_pair03_o2_S2,heavy_threshold,8704
16,3,2,S2,k16_pair03_o2_S2,heavy_cell_count,15
16,3,2,S2,k16_pair03_o2_S2,heavy_particle_count,317496
16,3,2,S2,k16_pair03_o2_S2,heavy_particle_fraction,0.080085490734191925
16,3,2,S2,k16_pair03_o2_S2,heavy_task_count_estimate,48
16,4,1,S2,k16_pair04_o1_S2,particle_count,3963929
16,4,1,S2,k16_pair04_o1_S2,occupancy_mean,521.56960526315788
16,4,1,S2,k16_pair04_o1_S2,occupancy_cv,3.5074424666796187
16,4,1,S2,k16_pair04_o1_S2,occupancy_p99,4500
16,4,1,S2,k16_pair04_o1_S2,occupancy_max,118994
16,4,1,S2,k16_pair04_o1_S2,heavy_threshold,8704
16,4,1,S2,k16_pair04_o1_S2,heavy_cell_count,15
16,4,1,S2,k16_pair04_o1_S2,heavy_particle_count,317496
16,4,1,S2,k16_pair04_o1_S2,heavy_particle_fraction,0.080085490734191925
16,4,1,S2,k16_pair04_o1_S2,heavy_task_count_estimate,48
16,4,2,S1,k16_pair04_o2_S1,particle_count,3963929
16,4,2,S1,k16_pair04_o2_S1,occupancy_mean,521.56960526315788
16,4,2,S1,k16_pair04_o2_S1,occupancy_cv,3.5074423286286898
16,4,2,S1,k16_pair04_o2_S1,occupancy_p99,4500
16,4,2,S1,k16_pair04_o2_S1,occupancy_max,118994
16,4,2,S1,k16_pair04_o2_S1,heavy_threshold,0
16,4,2,S1,k16_pair04_o2_S1,heavy_cell_count,0
16,4,2,S1,k16_pair04_o2_S1,heavy_particle_count,0
16,4,2,S1,k16_pair04_o2_S1,heavy_particle_fraction,0
16,4,2,S1,k16_pair04_o2_S1,heavy_task_count_estimate,0
16,5,1,S1,k16_pair05_o1_S1,particle_count,3963929
16,5,1,S1,k16_pair05_o1_S1,occupancy_mean,521.56960526315788
16,5,1,S1,k16_pair05_o1_S1,occupancy_cv,3.5074423969060291
16,5,1,S1,k16_pair05_o1_S1,occupancy_p99,4500
16,5,1,S1,k16_pair05_o1_S1,occupancy_max,118994
16,5,1,S1,k16_pair05_o1_S1,heavy_threshold,0
16,5,1,S1,k16_pair05_o1_S1,heavy_cell_count,0
16,5,1,S1,k16_pair05_o1_S1,heavy_particle_count,0
16,5,1,S1,k16_pair05_o1_S1,heavy_particle_fraction,0
16,5,1,S1,k16_pair05_o1_S1,heavy_task_count_estimate,0
16,5,2,S2,k16_pair05_o2_S2,particle_count,3963929
16,5,2,S2,k16_pair05_o2_S2,occupancy_mean,521.56960526315788
16,5,2,S2,k16_pair05_o2_S2,occupancy_cv,3.5074425349569553
16,5,2,S2,k16_pair05_o2_S2,occupancy_p99,4500
16,5,2,S2,k16_pair05_o2_S2,occupancy_max,118994
16,5,2,S2,k16_pair05_o2_S2,heavy_threshold,8704
16,5,2,S2,k16_pair05_o2_S2,heavy_cell_count,15
16,5,2,S2,k16_pair05_o2_S2,heavy_particle_count,317496
16,5,2,S2,k16_pair05_o2_S2,heavy_particle_fraction,0.080085490734191925
16,5,2,S2,k16_pair05_o2_S2,heavy_task_count_estimate,48
32,1,1,S1,k32_pair01_o1_S1,particle_count,4139929
32,1,1,S1,k32_pair01_o1_S1,occupancy_mean,544.72749999999996
32,1,1,S1,k32_pair01_o1_S1,occupancy_cv,5.8725828677347387
32,1,1,S1,k32_pair01_o1_S1,occupancy_p99,4500
32,1,1,S1,k32_pair01_o1_S1,occupancy_max,235001
32,1,1,S1,k32_pair01_o1_S1,heavy_threshold,0
32,1,1,S1,k32_pair01_o1_S1,heavy_cell_count,0
32,1,1,S1,k32_pair01_o1_S1,heavy_particle_count,0
32,1,1,S1,k32_pair01_o1_S1,heavy_particle_fraction,0
32,1,1,S1,k32_pair01_o1_S1,heavy_task_count_estimate,0
32,1,2,S2,k32_pair01_o2_S2,particle_count,4139929
32,1,2,S2,k32_pair01_o2_S2,occupancy_mean,544.72749999999996
32,1,2,S2,k32_pair01_o2_S2,occupancy_cv,5.8725827921020706
32,1,2,S2,k32_pair01_o2_S2,occupancy_p99,4500
32,1,2,S2,k32_pair01_o2_S2,occupancy_max,235001
32,1,2,S2,k32_pair01_o2_S2,heavy_threshold,9088
32,1,2,S2,k32_pair01_o2_S2,heavy_cell_count,12
32,1,2,S2,k32_pair01_o2_S2,heavy_particle_count,463248.5
32,1,2,S2,k32_pair01_o2_S2,heavy_particle_fraction,0.11191387363750571
32,1,2,S2,k32_pair01_o2_S2,heavy_task_count_estimate,61
32,2,1,S2,k32_pair02_o1_S2,particle_count,4139929
32,2,1,S2,k32_pair02_o1_S2,occupancy_mean,544.72749999999996
32,2,1,S2,k32_pair02_o1_S2,occupancy_cv,5.8725828294280102
32,2,1,S2,k32_pair02_o1_S2,occupancy_p99,4500
32,2,1,S2,k32_pair02_o1_S2,occupancy_max,235001
32,2,1,S2,k32_pair02_o1_S2,heavy_threshold,9088
32,2,1,S2,k32_pair02_o1_S2,heavy_cell_count,12
32,2,1,S2,k32_pair02_o1_S2,heavy_particle_count,463248.5
32,2,1,S2,k32_pair02_o1_S2,heavy_particle_fraction,0.11191387363750571
32,2,1,S2,k32_pair02_o1_S2,heavy_task_count_estimate,61
32,2,2,S1,k32_pair02_o2_S1,particle_count,4139929
32,2,2,S1,k32_pair02_o2_S1,occupancy_mean,544.72749999999996
32,2,2,S1,k32_pair02_o2_S1,occupancy_cv,5.872582905022484
32,2,2,S1,k32_pair02_o2_S1,occupancy_p99,4500
32,2,2,S1,k32_pair02_o2_S1,occupancy_max,235001
32,2,2,S1,k32_pair02_o2_S1,heavy_threshold,0
32,2,2,S1,k32_pair02_o2_S1,heavy_cell_count,0
32,2,2,S1,k32_pair02_o2_S1,heavy_particle_count,0
32,2,2,S1,k32_pair02_o2_S1,heavy_particle_fraction,0
32,2,2,S1,k32_pair02_o2_S1,heavy_task_count_estimate,0
32,3,1,S1,k32_pair03_o1_S1,particle_count,4139929
32,3,1,S1,k32_pair03_o1_S1,occupancy_mean,544.72749999999996
32,3,1,S1,k32_pair03_o1_S1,occupancy_cv,5.8725828863217551
32,3,1,S1,k32_pair03_o1_S1,occupancy_p99,4500
32,3,1,S1,k32_pair03_o1_S1,occupancy_max,235001
32,3,1,S1,k32_pair03_o1_S1,heavy_threshold,0
32,3,1,S1,k32_pair03_o1_S1,heavy_cell_count,0
32,3,1,S1,k32_pair03_o1_S1,heavy_particle_count,0
32,3,1,S1,k32_pair03_o1_S1,heavy_particle_fraction,0
32,3,1,S1,k32_pair03_o1_S1,heavy_task_count_estimate,0
32,3,2,S2,k32_pair03_o2_S2,particle_count,4139929
32,3,2,S2,k32_pair03_o2_S2,occupancy_mean,544.72749999999996
32,3,2,S2,k32_pair03_o2_S2,occupancy_cv,5.8725829049842897
32,3,2,S2,k32_pair03_o2_S2,occupancy_p99,4500
32,3,2,S2,k32_pair03_o2_S2,occupancy_max,235001
32,3,2,S2,k32_pair03_o2_S2,heavy_threshold,9088
32,3,2,S2,k32_pair03_o2_S2,heavy_cell_count,12
32,3,2,S2,k32_pair03_o2_S2,heavy_particle_count,463248.5
32,3,2,S2,k32_pair03_o2_S2,heavy_particle_fraction,0.11191387363750571
32,3,2,S2,k32_pair03_o2_S2,heavy_task_count_estimate,61
32,4,1,S2,k32_pair04_o1_S2,particle_count,4139929
32,4,1,S2,k32_pair04_o1_S2,occupancy_mean,544.72749999999996
32,4,1,S2,k32_pair04_o1_S2,occupancy_cv,5.8725828295425924
32,4,1,S2,k32_pair04_o1_S2,occupancy_p99,4500
32,4,1,S2,k32_pair04_o1_S2,occupancy_max,235001
32,4,1,S2,k32_pair04_o1_S2,heavy_threshold,9088
32,4,1,S2,k32_pair04_o1_S2,heavy_cell_count,12
32,4,1,S2,k32_pair04_o1_S2,heavy_particle_count,463248.5
32,4,1,S2,k32_pair04_o1_S2,heavy_particle_fraction,0.11191387363750571
32,4,1,S2,k32_pair04_o1_S2,heavy_task_count_estimate,61
32,4,2,S1,k32_pair04_o2_S1,particle_count,4139929
32,4,2,S1,k32_pair04_o2_S1,occupancy_mean,544.72749999999996
32,4,2,S1,k32_pair04_o2_S1,occupancy_cv,5.8725829049842897
32,4,2,S1,k32_pair04_o2_S1,occupancy_p99,4500
32,4,2,S1,k32_pair04_o2_S1,occupancy_max,235001
32,4,2,S1,k32_pair04_o2_S1,heavy_threshold,0
32,4,2,S1,k32_pair04_o2_S1,heavy_cell_count,0
32,4,2,S1,k32_pair04_o2_S1,heavy_particle_count,0
32,4,2,S1,k32_pair04_o2_S1,heavy_particle_fraction,0
32,4,2,S1,k32_pair04_o2_S1,heavy_task_count_estimate,0
32,5,1,S1,k32_pair05_o1_S1,particle_count,4139929
32,5,1,S1,k32_pair05_o1_S1,occupancy_mean,544.72749999999996
32,5,1,S1,k32_pair05_o1_S1,occupancy_cv,5.872582905022484
32,5,1,S1,k32_pair05_o1_S1,occupancy_p99,4500
32,5,1,S1,k32_pair05_o1_S1,occupancy_max,235001
32,5,1,S1,k32_pair05_o1_S1,heavy_threshold,0
32,5,1,S1,k32_pair05_o1_S1,heavy_cell_count,0
32,5,1,S1,k32_pair05_o1_S1,heavy_particle_count,0
32,5,1,S1,k32_pair05_o1_S1,heavy_particle_fraction,0
32,5,1,S1,k32_pair05_o1_S1,heavy_task_count_estimate,0
32,5,2,S2,k32_pair05_o2_S2,particle_count,4139929
32,5,2,S2,k32_pair05_o2_S2,occupancy_mean,544.72749999999996
32,5,2,S2,k32_pair05_o2_S2,occupancy_cv,5.8725828676965453
32,5,2,S2,k32_pair05_o2_S2,occupancy_p99,4500
32,5,2,S2,k32_pair05_o2_S2,occupancy_max,235001
32,5,2,S2,k32_pair05_o2_S2,heavy_threshold,9088
32,5,2,S2,k32_pair05_o2_S2,heavy_cell_count,12
32,5,2,S2,k32_pair05_o2_S2,heavy_particle_count,463248.5
32,5,2,S2,k32_pair05_o2_S2,heavy_particle_fraction,0.11191387363750571
32,5,2,S2,k32_pair05_o2_S2,heavy_task_count_estimate,61
64,1,1,S1,k64_pair01_o1_S1,particle_count,4491929
64,1,1,S1,k64_pair01_o1_S1,occupancy_mean,591.04328947368413
64,1,1,S1,k64_pair01_o1_S1,occupancy_cv,10.359768448230763
64,1,1,S1,k64_pair01_o1_S1,occupancy_p99,4500
64,1,1,S1,k64_pair01_o1_S1,occupancy_max,467016.5
64,1,1,S1,k64_pair01_o1_S1,heavy_threshold,0
64,1,1,S1,k64_pair01_o1_S1,heavy_cell_count,0
64,1,1,S1,k64_pair01_o1_S1,heavy_particle_count,0
64,1,1,S1,k64_pair01_o1_S1,heavy_particle_fraction,0
64,1,1,S1,k64_pair01_o1_S1,heavy_task_count_estimate,0
64,1,2,S2,k64_pair01_o2_S2,particle_count,4491929
64,1,2,S2,k64_pair01_o2_S2,occupancy_mean,591.04328947368413
64,1,2,S2,k64_pair01_o2_S2,occupancy_cv,10.359768475833203
64,1,2,S2,k64_pair01_o2_S2,occupancy_p99,4500
64,1,2,S2,k64_pair01_o2_S2,occupancy_max,467016.5
64,1,2,S2,k64_pair01_o2_S2,heavy_threshold,9856
64,1,2,S2,k64_pair01_o2_S2,heavy_cell_count,8
64,1,2,S2,k64_pair01_o2_S2,heavy_particle_count,775248.5
64,1,2,S2,k64_pair01_o2_S2,heavy_particle_fraction,0.17256918470454313
64,1,2,S2,k64_pair01_o2_S2,heavy_task_count_estimate,85
64,2,1,S2,k64_pair02_o1_S2,particle_count,4491929
64,2,1,S2,k64_pair02_o1_S2,occupancy_mean,591.04328947368413
64,2,1,S2,k64_pair02_o1_S2,occupancy_cv,10.359768466677119
64,2,1,S2,k64_pair02_o1_S2,occupancy_p99,4500
64,2,1,S2,k64_pair02_o1_S2,occupancy_max,467016.5
64,2,1,S2,k64_pair02_o1_S2,heavy_threshold,9856
64,2,1,S2,k64_pair02_o1_S2,heavy_cell_count,8
64,2,1,S2,k64_pair02_o1_S2,heavy_particle_count,775248.5
64,2,1,S2,k64_pair02_o1_S2,heavy_particle_fraction,0.17256918470454313
64,2,1,S2,k64_pair02_o1_S2,heavy_task_count_estimate,85
64,2,2,S1,k64_pair02_o2_S1,particle_count,4491929
64,2,2,S1,k64_pair02_o2_S1,occupancy_mean,591.04328947368413
64,2,2,S1,k64_pair02_o2_S1,occupancy_cv,10.359768430295613
64,2,2,S1,k64_pair02_o2_S1,occupancy_p99,4500
64,2,2,S1,k64_pair02_o2_S1,occupancy_max,467016.5
64,2,2,S1,k64_pair02_o2_S1,heavy_threshold,0
64,2,2,S1,k64_pair02_o2_S1,heavy_cell_count,0
64,2,2,S1,k64_pair02_o2_S1,heavy_particle_count,0
64,2,2,S1,k64_pair02_o2_S1,heavy_particle_fraction,0
64,2,2,S1,k64_pair02_o2_S1,heavy_task_count_estimate,0
64,3,1,S1,k64_pair03_o1_S1,particle_count,4491929
64,3,1,S1,k64_pair03_o1_S1,occupancy_mean,591.04328947368413
64,3,1,S1,k64_pair03_o1_S1,occupancy_cv,10.359768466677119
64,3,1,S1,k64_pair03_o1_S1,occupancy_p99,4500
64,3,1,S1,k64_pair03_o1_S1,occupancy_max,467016.5
64,3,1,S1,k64_pair03_o1_S1,heavy_threshold,0
64,3,1,S1,k64_pair03_o1_S1,heavy_cell_count,0
64,3,1,S1,k64_pair03_o1_S1,heavy_particle_count,0
64,3,1,S1,k64_pair03_o1_S1,heavy_particle_fraction,0
64,3,1,S1,k64_pair03_o1_S1,heavy_task_count_estimate,0
64,3,2,S2,k64_pair03_o2_S2,particle_count,4491929
64,3,2,S2,k64_pair03_o2_S2,occupancy_mean,591.04328947368413
64,3,2,S2,k64_pair03_o2_S2,occupancy_cv,10.359768430277201
64,3,2,S2,k64_pair03_o2_S2,occupancy_p99,4500
64,3,2,S2,k64_pair03_o2_S2,occupancy_max,467016.5
64,3,2,S2,k64_pair03_o2_S2,heavy_threshold,9856
64,3,2,S2,k64_pair03_o2_S2,heavy_cell_count,8
64,3,2,S2,k64_pair03_o2_S2,heavy_particle_count,775248.5
64,3,2,S2,k64_pair03_o2_S2,heavy_particle_fraction,0.17256918470454313
64,3,2,S2,k64_pair03_o2_S2,heavy_task_count_estimate,85
64,4,1,S2,k64_pair04_o1_S2,particle_count,4491929
64,4,1,S2,k64_pair04_o1_S2,occupancy_mean,591.04328947368413
64,4,1,S2,k64_pair04_o1_S2,occupancy_cv,10.359768448212353
64,4,1,S2,k64_pair04_o1_S2,occupancy_p99,4500
64,4,1,S2,k64_pair04_o1_S2,occupancy_max,467016.5
64,4,1,S2,k64_pair04_o1_S2,heavy_threshold,9856
64,4,1,S2,k64_pair04_o1_S2,heavy_cell_count,8
64,4,1,S2,k64_pair04_o1_S2,heavy_particle_count,775248.5
64,4,1,S2,k64_pair04_o1_S2,heavy_particle_fraction,0.17256918470454313
64,4,1,S2,k64_pair04_o1_S2,heavy_task_count_estimate,85
64,4,2,S1,k64_pair04_o2_S1,particle_count,4491929
64,4,2,S1,k64_pair04_o2_S1,occupancy_mean,591.04328947368413
64,4,2,S1,k64_pair04_o2_S1,occupancy_cv,10.359768475635718
64,4,2,S1,k64_pair04_o2_S1,occupancy_p99,4500
64,4,2,S1,k64_pair04_o2_S1,occupancy_max,467016.5
64,4,2,S1,k64_pair04_o2_S1,heavy_threshold,0
64,4,2,S1,k64_pair04_o2_S1,heavy_cell_count,0
64,4,2,S1,k64_pair04_o2_S1,heavy_particle_count,0
64,4,2,S1,k64_pair04_o2_S1,heavy_particle_fraction,0
64,4,2,S1,k64_pair04_o2_S1,heavy_task_count_estimate,0
64,5,1,S1,k64_pair05_o1_S1,particle_count,4491929
64,5,1,S1,k64_pair05_o1_S1,occupancy_mean,591.04328947368413
64,5,1,S1,k64_pair05_o1_S1,occupancy_cv,10.359768475851613
64,5,1,S1,k64_pair05_o1_S1,occupancy_p99,4500
64,5,1,S1,k64_pair05_o1_S1,occupancy_max,467016.5
64,5,1,S1,k64_pair05_o1_S1,heavy_threshold,0
64,5,1,S1,k64_pair05_o1_S1,heavy_cell_count,0
64,5,1,S1,k64_pair05_o1_S1,heavy_particle_count,0
64,5,1,S1,k64_pair05_o1_S1,heavy_particle_fraction,0
64,5,1,S1,k64_pair05_o1_S1,heavy_task_count_estimate,0
64,5,2,S2,k64_pair05_o2_S2,particle_count,4491929
64,5,2,S2,k64_pair05_o2_S2,occupancy_mean,591.04328947368413
64,5,2,S2,k64_pair05_o2_S2,occupancy_cv,10.359768466677119
64,5,2,S2,k64_pair05_o2_S2,occupancy_p99,4500
64,5,2,S2,k64_pair05_o2_S2,occupancy_max,467016.5
64,5,2,S2,k64_pair05_o2_S2,heavy_threshold,9856
64,5,2,S2,k64_pair05_o2_S2,heavy_cell_count,8
64,5,2,S2,k64_pair05_o2_S2,heavy_particle_count,775248.5
64,5,2,S2,k64_pair05_o2_S2,heavy_particle_fraction,0.17256918470454313
64,5,2,S2,k64_pair05_o2_S2,heavy_task_count_estimate,85
