state,time_s,particle_count,gas_mass,solid_mass,gas_energy,solid_resolved_energy,solid_granular_energy,solid_energy,mixture_energy,gas_momentum_x,solid_momentum_x,total_momentum_x,gas_momentum_y,solid_momentum_y,total_momentum_y,gas_momentum_z,solid_momentum_z,total_momentum_z,gas_energy_normalized,solid_energy_normalized,mixture_energy_normalized,total_momentum_relative_drift,gas_mass_relative_drift,solid_mass_relative_drift,max_field_relative_l2_vs_L0,mixture_energy_relative_difference_vs_L0
S1,0.005,524288,288.99362682005085,2480.502134423986,870.4338227506971,7704.290016035864,46.63157335661383,7750.9215893924775,8621.355412143175,288.99413796660934,2480.501975658159,2769.4961136247684,144.4967430868298,1240.2510452392112,1384.747788326041,72.24840127003935,620.12556866334,692.3739699333794,0.9638234219139695,0.9999164581172834,0.9961501922577767,1.1603990210050312e-07,1.088827415025568e-08,0.0,1.441604616989935e-09,6.952004410162106e-13
S1,0.0075,524288,288.99365314568456,2480.502134423986,854.586638975444,7702.137381898031,48.05598712189959,7750.19336901993,8604.780007995374,288.99511431135824,2480.5000725513855,2769.4951868627436,144.49673854923793,1240.2509568125563,1384.7476953617943,72.24840389273149,620.1256208936587,692.3740247863902,0.9462759800582564,0.9998225132196027,0.9942349954889106,1.910168242892359e-07,1.0198244217185554e-07,0.0,2.1525162142958626e-09,6.570091345698291e-13
S1,0.01,524288,288.9937026954241,2480.502134423986,839.2019062448114,7699.427815383915,49.73401812381904,7749.161833507734,8588.363739752545,288.9972701963361,2480.49557161381,2769.4928418101463,144.49714050839648,1240.250249506971,1384.7473900153675,72.24835081171882,620.1257817932772,692.374132604996,0.9292406060205024,0.99968943880724,0.992338185998466,9.339544820221369e-07,2.7343861094526387e-07,0.0,2.7376574324658045e-09,1.1979236532358923e-12
S1,0.0125,524288,288.99376806886744,2480.502134423986,824.0594156291249,7696.537891635995,51.26462951847117,7747.802521154466,8571.86193678359,289.0003990347553,2480.4886951594026,2769.489094194158,144.49807203504275,1240.2487925878304,1384.746864622873,72.24829776975933,620.1260285223013,692.3743262920607,0.9124734644641349,0.9995140791705724,0.9904314934409395,2.127975383891592e-06,4.996492883010313e-07,0.0,3.4085637784681607e-09,1.0525353194118153e-13
S1,0.015,524288,288.99384616114776,2480.502134423986,809.1292567582766,7693.129649193574,52.96064440128458,7746.090293594858,8555.219550353135,289.0068467842036,2480.477923937681,2769.484770721885,144.49966606575006,1240.24619929934,1384.7458653650901,72.24824624036168,620.1263462550177,692.3745924953794,0.8959414359095164,0.9992931913061878,0.9885085572377786,3.5266165797003484e-06,7.698707531420485e-07,0.0,3.798222263080425e-09,6.208431036857482e-14
S1,0.0175,524288,288.9939314588782,2480.502134423986,794.4433389657684,7689.086923230247,54.91793047346191,7744.004853703708,8538.448192669477,289.0146724756773,2480.465180443063,2769.4798529187406,144.50218719944178,1240.2425314060774,1384.7447186055192,72.24828440678952,620.126574884295,692.3748592910845,0.879679853270193,0.9990241567603566,0.9865707191157743,5.119110562835365e-06,1.0650251214356218e-06,0.0,4.079842445544607e-09,3.5385134758850585e-13
S1,0.02,524288,288.9940341148449,2480.502134423986,779.8821545959283,7684.894788558389,56.63088049434785,7741.525669052738,8521.407823648666,289.0237101722719,2480.4519982252104,2769.4757083974823,144.50385222735912,1240.2406057190913,1384.7444579464504,72.24827754990393,620.1268758526604,692.3751534025644,0.8635563868105504,0.9987043267238085,0.9846017982135788,6.4218702611325165e-06,1.4202439162623683e-06,0.0,4.322430363130448e-09,1.1059421512050449e-12
S1,0.0225,524288,288.99413150244084,2480.502134423986,765.6374888186278,7680.852778675044,57.794422304760545,7738.647200979804,8504.284689798431,289.03474634083074,2480.436883400982,2769.4716297418126,144.50444635443762,1240.239302860796,1384.7437492152335,72.24828718822573,620.1271325965347,692.3754197847604,0.8477833984975367,0.9983329866751322,0.9826233142906284,7.729298918354856e-06,1.7572326521764143e-06,0.0,4.658213277792592e-09,1.28976233786488e-13
S1,0.025,524288,288.9942202946534,2480.502134423986,751.5435600212454,7676.365853203464,58.99080137600168,7735.356654579466,8486.900214600711,289.04951276275335,2480.4179588928173,2769.4674716555705,144.5050920290225,1240.2371531150125,1384.742245144035,72.24833083828966,620.1272829067975,692.3756137450872,0.8321773198656456,0.9979084859929939,0.9806146338126009,9.105549931658798e-06,2.064478920973648e-06,0.0,4.85351120162739e-09,1.1781668805415291e-12
S1,0.0275,524288,288.99431773027857,2480.502134423986,737.8201738237776,7671.695536806557,59.9517860846912,7731.647322891248,8469.467496715026,289.06533868096767,2480.3983130734678,2769.4636517544354,144.5101176262144,1240.2300495623663,1384.7401671885807,72.24828757262335,620.1275264486774,692.3758140213007,0.8169815396703272,0.9974299594383271,0.9786003791573593,1.0423638719151535e-05,2.4016338516323335e-06,0.0,5.025491428723505e-09,2.161447501206583e-12
S1,0.03,524288,288.99441950660355,2480.502134423986,724.3343894383831,7666.928033311102,60.57385921494431,7727.5018925260465,8451.83628196443,289.08044460102633,2480.3800086289198,2769.4604532299463,144.51603064379327,1240.2221556740012,1384.7381863177945,72.24827049591269,620.1276464817025,692.3759169776152,0.8020488537914058,0.9968951734776722,0.976563189281298,1.15557093922202e-05,2.753808836285285e-06,0.0,5.30908807850484e-09,1.879285748315577e-12
S1,0.0325,524288,288.9945089603025,2480.502134423986,711.259644299057,7661.864272035291,61.06134608832022,7722.9256181236115,8434.185262422667,289.0965705861817,2480.3604145168483,2769.45698510303,144.52233109930398,1240.2140723999692,1384.7364034992731,72.24828219448705,620.1276696134032,692.3759518078903,0.7875713079154711,0.9963048059918086,0.9745237110705625,1.2759981987462265e-05,3.0633440357007247e-06,0.0,5.531356158151483e-09,3.295632738768133e-12
S1,0.035,524288,288.9945972709025,2480.502134423986,698.4962640883031,7656.443265215865,61.481696082105145,7717.92496129797,8416.421225386272,289.11139620110544,2480.342628365474,2769.4540245665794,144.5277276589612,1240.2070434192785,1384.7347710782396,72.24831386672625,620.1275737511075,692.3758876178338,0.7734385335811249,0.9956596905686054,0.9724711743100254,1.3800500962549559e-05,3.368923788234728e-06,0.0,5.7653825874892665e-09,4.196693023355733e-12
S1,0.0375,524288,288.99468354932577,2480.502134423986,686.1435542916446,7650.729845636329,61.77066713598981,7712.500512772319,8398.644067063964,289.1248918852867,2480.32742107016,2769.452312955447,144.53348508145032,1240.2001010362374,1384.7335861176878,72.24829063811103,620.1274418085654,692.3757324466765,0.7597604908454907,0.9949599034149808,0.9704171214570806,1.442579882083426e-05,3.6674716322513173e-06,0.0,5.90452182679896e-09,4.389453576964512e-12
S1,0.04,524288,288.9947613545197,2480.502134423986,674.1657243275214,7644.797629213141,61.86430893844935,7706.66193815159,8380.827662479112,289.13503690362126,2480.315791048906,2769.450827952527,144.53918664492807,1240.1930490982597,1384.7322357431879,72.2481528817104,620.1273131394365,692.375466021147,0.7464975491244962,0.9942066914532959,0.9683585339143904,1.500226040880747e-05,3.936699696698552e-06,0.0,6.109592075565739e-09,4.3490823503735585e-12
S1,0.0425,524288,288.99483500203314,2480.502134423986,662.5900253497086,7638.416069692772,61.998093803247166,7700.414163496019,8363.004188845729,289.1416090277458,2480.3084316546974,2769.450040682443,144.54311547863242,1240.188282564729,1384.7313980433614,72.24789862531772,620.1272381365226,692.3751367618403,0.7336798833718213,0.9934006901755557,0.9662991295820289,1.5321252450135498e-05,4.191541005982872e-06,0.0,6.187372849292645e-09,4.519521928120298e-12
S1,0.045,524288,288.9949140508358,2480.502134423986,651.4297667409376,7631.743020202612,62.02229967097716,7693.765319873589,8345.195086614525,289.14513471500794,2480.304327266415,2769.4494619814227,144.54427570863234,1240.1864909728422,1384.7307666814745,72.2476644816562,620.1271485530423,692.3748130346985,0.7213222309454043,0.9925429485394367,0.9642413857861329,1.5558612124786866e-05,4.465072309740274e-06,0.0,6.3850872336116374e-09,4.326020220933675e-12
S1,0.0475,524288,288.99499772455806,2480.502134423986,640.6595880567563,7624.680597009023,62.028011554043765,7686.708608563066,8327.368196619824,289.1454085091073,2480.3036023875948,2769.449010896702,144.54522701127044,1240.1844795445945,1384.729706555865,72.24743826740803,620.1270125949914,692.3744508623994,0.7093965104567307,0.9916325894681708,0.9621815867120143,1.5808397441711152e-05,4.7546071485886255e-06,0.0,6.57775745160569e-09,4.1072349567653795e-12
S1,0.05,524288,288.99507703986495,2480.502134423986,630.3229293841935,7617.134113152306,62.11978585488205,7679.253899007188,8309.576828391382,289.1411387108942,2480.3071803540997,2769.448319064994,144.54525267513313,1240.1834950721577,1384.7287477472908,72.24721290443405,620.1268363090993,692.3740492135333,0.6979508227174117,0.9906708861804472,0.9601258919825837,1.6121609330179768e-05,5.0290606326587004e-06,0.0,6.708778763672701e-09,4.133322144702254e-12
