state,time_s,particle_count,gas_mass,solid_mass,gas_energy,solid_resolved_energy,solid_granular_energy,solid_energy,mixture_energy,gas_momentum_x,solid_momentum_x,total_momentum_x,gas_momentum_y,solid_momentum_y,total_momentum_y,gas_momentum_z,solid_momentum_z,total_momentum_z,gas_energy_normalized,solid_energy_normalized,mixture_energy_normalized,total_momentum_relative_drift,gas_mass_relative_drift,solid_mass_relative_drift,max_field_relative_l2_vs_L0,mixture_energy_relative_difference_vs_L0
E1,0.0075,524288,288.99365314568456,2480.502134423986,854.5866389754435,7702.137381896974,48.05598712218897,7750.193369019163,8604.780007994606,288.99511431135795,2480.5000725513796,2769.4951868627377,144.49673854923768,1240.2509568123585,1384.7476953615962,72.24840389273177,620.1256208948106,692.3740247875423,0.9462759800582559,0.9998225132195037,0.9942349954888219,1.910168960457101e-07,1.0198244217185554e-07,0.0,2.156536898439883e-09,7.462169385558226e-13
E1,0.01,524288,288.9937026954241,2480.502134423986,839.2019062448098,7699.427815380821,49.73401812359553,7749.161833504417,8588.363739749228,288.9972701963368,2480.4955716154345,2769.4928418117715,144.4971405083964,1240.2502495079912,1384.7473900163875,72.24835081172017,620.1257817948489,692.374132606569,0.9292406060205007,0.999689438806812,0.9923381859980827,9.339539571575062e-07,2.7343861094526387e-07,0.0,2.7836807168688575e-09,1.584241323586364e-12
E1,0.0125,524288,288.99376806886744,2480.502134423986,824.0594156291261,7696.537891627994,51.264629518712326,7747.802521146707,8571.861936775831,289.00039903476187,2480.4886951637977,2769.4890941985595,144.49807203503968,1240.2487925878434,1384.746864622883,72.24829776976365,620.1260285275415,692.3743262973052,0.9124734644641361,0.9995140791695715,0.9904314934400429,2.1279741089197963e-06,4.996492883010313e-07,0.0,3.411920190556385e-09,1.0105187885159405e-12
E1,0.015,524288,288.99384616114776,2480.502134423986,809.1292567582601,7693.129649177769,52.96064440108237,7746.090293578852,8555.219550337111,289.00684678421266,2480.4779239393556,2769.484770723568,144.49966606574742,1240.246199295568,1384.7458653613153,72.24824624037409,620.1263462614525,692.3745925018266,0.8959414359094982,0.9992931913041229,0.9885085572359272,3.526616391523336e-06,7.698707531420485e-07,0.0,3.7876132851323745e-09,1.8108632582505194e-12
E1,0.0175,524288,288.99393145887825,2480.502134423986,794.4433389657142,7689.0869232125815,54.917930472542345,7744.004853685124,8538.448192650838,289.01467247568866,2480.4651804415153,2769.479852917204,144.50218719943726,1240.2425313997032,1384.7447185991405,72.24828440681097,620.1265748904854,692.3748592972963,0.8796798532701332,0.9990241567579591,0.9865707191136206,5.119111539137093e-06,1.0650251216323162e-06,0.0,4.1480972356783e-09,1.8291196089072314e-12
E1,0.02,524288,288.9940341148449,2480.502134423986,779.8821545958524,7684.894788541514,56.630880494209336,7741.525669035723,8521.407823631575,289.0237101722872,2480.451998227484,2769.4757083997715,144.50385222734306,1240.2406057114504,1384.7444579387934,72.24827754993365,620.1268758551035,692.3751534050372,0.8635563868104663,0.9987043267216135,0.9846017982116041,6.42187000280675e-06,1.4202439162623683e-06,0.0,4.361464388618717e-09,8.997386927869647e-13
E1,0.0225,524288,288.9941315024409,2480.502134423986,765.6374888185179,7680.852778648172,57.79442230475378,7738.647200952925,8504.284689771444,289.0347463408437,2480.4368833980916,2769.4716297389355,144.50444635440928,1240.2393028515748,1384.7437492059842,72.24828718825692,620.1271325965024,692.3754197847593,0.847783398497415,0.9983329866716646,0.9826233142875103,7.729300301429023e-06,1.7572326523731086e-06,0.0,4.6718101241271895e-09,3.044309677418049e-12
E1,0.025,524288,288.9942202946534,2480.502134423986,751.5435600210936,7676.365853173907,58.99080137771206,7735.35665455162,8486.900214572712,289.0495127627507,2480.4179588922943,2769.467471655045,144.5050920289846,1240.2371531077135,1384.742245136698,72.24833083832162,620.127282910005,692.3756137483266,0.8321773198654775,0.9979084859894016,0.9806146338093656,9.105550603978786e-06,2.064478920973648e-06,0.0,4.948452898158877e-09,2.1210004456683595e-12
E1,0.0275,524288,288.99431773027857,2480.502134423986,737.8201738235784,7671.695536764782,59.95178608609665,7731.647322850879,8469.467496674457,289.06533868095005,2480.3983130719657,2769.4636517529157,144.51011762616108,1240.2300495521145,1384.7401671782754,72.24828757266278,620.1275264540354,692.3758140266982,0.8169815396701066,0.9974299594331193,0.9786003791526718,1.0423640037916353e-05,2.4016338516323335e-06,0.0,5.074323957054788e-09,2.628572731246758e-12
E1,0.03,524288,288.99441950660355,2480.502134423986,724.3343894381263,7666.92803328414,60.57385921643122,7727.501892500572,8451.836281938697,289.0804446010032,2480.380008630059,2769.4604532310623,144.51603064372136,1240.2221556634265,1384.7381863071478,72.2482704959659,620.1276464908523,692.3759169868182,0.8020488537911215,0.9968951734743857,0.9765631892783248,1.1555710097070795e-05,2.753808836285285e-06,0.0,5.331631917758826e-09,1.1654068171242385e-12
E1,0.0325,524288,288.99450896030254,2480.502134423986,711.2596442987646,7661.864272004115,61.061346089555656,7722.925618093671,8434.185262392437,289.09657058614647,2480.360414513329,2769.4569850994753,144.52233109921278,1240.2140723912785,1384.7364034904913,72.2482821945573,620.1276696224616,692.3759518170189,0.7875713079151473,0.996304805987946,0.9745237110670696,1.2759983987966812e-05,3.0633440358974193e-06,0.0,5.580675350301797e-09,2.885646622911957e-13
E1,0.035,524288,288.99459727090243,2480.502134423986,698.4962640879719,7656.443265178235,61.48169608140337,7717.924961259639,8416.42122534761,289.11139620106013,2480.3426283674994,2769.4540245685594,144.52772765885717,1240.207043408737,1384.7347710675942,72.24831386681143,620.1275737648546,692.375887631666,0.7734385335807583,0.9956596905636604,0.9724711743055584,1.3800501566129507e-05,3.368923788038034e-06,0.0,5.815327952240427e-09,3.9680339843862014e-13
E1,0.0375,524288,288.9946835493258,2480.502134423986,686.143554291261,7650.729845588,61.770667134854534,7712.500512722854,8398.644067014116,289.12489188523693,2480.3274210677805,2769.4523129530176,144.53348508132544,1240.2001010247511,1384.7335861060765,72.24829063821684,620.1274418210346,692.3757324592515,0.7597604908450659,0.9949599034085995,0.970417121451321,1.4425800845593313e-05,3.6674716324480114e-06,0.0,5.972191935574023e-09,1.545740868347349e-12
E1,0.04,524288,288.99476135451965,2480.502134423986,674.1657243270486,7644.797629150495,61.86430893653681,7706.661938087032,8380.82766241408,289.13503690356436,2480.3157910428104,2769.450827946375,144.53918664478383,1240.1930490914822,1384.732235736266,72.24815288183017,620.1273131443331,692.3754660261633,0.7464975491239726,0.9942066914449674,0.9683585339068763,1.5002263006750391e-05,3.936699696501857e-06,0.0,6.036434585278447e-09,3.410593874327283e-12
E1,0.0425,524288,288.99483500203314,2480.502134423986,662.5900253491245,7638.416069633458,61.9980937980257,7700.414163431484,8363.004188780607,289.1416090276674,2480.3084316510294,2769.450040678697,144.5431154784747,1240.1882825558912,1384.7313980343658,72.2478986254427,620.1272381438064,692.3751367692491,0.7336798833711745,0.9934006901672303,0.9662991295745045,1.5321254579252455e-05,4.191541005982872e-06,0.0,6.1885493106923635e-09,3.2673496512932824e-12
E1,0.045,524288,288.9949140508358,2480.502134423986,651.4297667402598,7631.7430201479365,62.02229966737882,7693.765319815316,8345.195086555575,289.1451347149121,2480.304327259636,2769.4494619745483,144.5442757084588,1240.1864909623353,1384.730766670794,72.24766448179564,620.127148561184,692.3748130429796,0.7213222309446538,0.992542948531919,0.9642413857793216,1.5558615369782582e-05,4.465072309740274e-06,0.0,6.378035039409826e-09,2.7379019496723886e-12
E1,0.0475,524288,288.99499772455795,2480.502134423986,640.6595880559914,7624.680596954406,62.02801154943589,7686.708608503842,8327.368196559832,289.1454085090014,2480.303602380427,2769.4490108894283,144.5452270110808,1240.1844795320412,1384.7297065431221,72.24743826756065,620.1270126061064,692.374450873667,0.7093965104558837,0.9916325894605305,0.9621815867050826,1.5808401069614767e-05,4.754607148195236e-06,0.0,6.533835500314058e-09,3.096972675478357e-12
E1,0.05,524288,288.995077039865,2480.502134423986,630.3229293833551,7617.134113104159,62.11978585182106,7679.25389895598,8309.576828339335,289.14113871077916,2480.307180348349,2769.448319059128,144.54525267493148,1240.1834950639418,1384.7287477388732,72.24721290461488,620.1268363219953,692.3740492266102,0.6979508227164833,0.990670886173841,0.96012589197657,1.612161204583536e-05,5.029060632855395e-06,0.0,6.670736034082313e-09,2.1301428762894628e-12
S1,0.0,524288,288.99362367340905,2480.502134423986,903.1050739794033,7751.569170074954,0.0,7751.569170074954,8654.674244054357,288.993623673403,2480.502134424031,2769.4957580974337,144.49681183670896,1240.2510672119802,1384.7478790486891,72.24840591834983,620.1255336064771,692.3739395248269,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1,0.0025,524288,288.99362367340905,2480.502134423986,886.4999801157034,7704.801642956841,46.56751126236354,7751.369154219205,8637.869134334907,288.9936809737362,2480.502130171355,2769.4958111450915,144.49679475627696,1240.2510783301075,1384.7478730863845,72.24840266150744,620.1255373775601,692.3739400390675,0.9816133312256435,0.9999741967269644,0.9980582620159281,1.6825267387810692e-08,0.0,0.0,5.749319101754922e-10,2.571219854328031e-13
