GPU2_SOURCE_RESIDUAL_V1 20
14800 7.60206260357323921e-12
14801 6.72405859841859942e-13
14802 2.71003832210389030e-12
14803 2.12954216687518794e-12
14804 9.31327706369925598e-12
14805 9.47505631448082586e-12
14806 4.97152161783580682e-12
14807 2.82043665979763258e-12
14808 1.78283341312873273e-12
14809 7.09046537547643617e-12
14810 5.76646482725650389e-13
14811 6.22254533963422787e-12
14812 9.56168029027603416e-12
14813 6.58111764230138681e-12
14814 9.76345136119604866e-12
14815 8.73693440272370030e-12
14816 3.24527574729782394e-12
14817 4.51903706567951791e-12
14818 4.45780534729720482e-12
14819 1.03633261588529258e-12
