comparison,median,q1,q3,ci95_low,ci95_high,repeat_medians,classification,reference,candidate
L1_over_L0,1.3470722787583063,1.3129993279592478,1.3582240455017602,1.301631498184674,1.3875582080332023,"[1.3582240455017602, 1.3875582080332025, 1.3129993279592478, 1.301631498184674, 1.3470722787583063]",positive,L0,L1
E1_over_L1,1.0237685103528158,1.0116121347103995,1.0237753703814862,0.9630265481651101,1.0340065172864121,"[1.0237753703814862, 0.96302654816511, 1.0237685103528158, 1.0340065172864121, 1.0116121347103995]",inconclusive,L1,E1
S1_over_E1,1.0034777814451836,0.9579511254615617,1.0141850031788882,0.9567150293080994,1.0155940549928955,"[0.9567150293080993, 1.0141850031788882, 1.0155940549928955, 1.0034777814451836, 0.9579511254615617]",inconclusive,E1,S1
S1_over_L0,1.3505761824591458,1.330327866859783,1.3552101784360526,1.3054140456056864,1.36516900966758,"[1.330327866859783, 1.3552101784360526, 1.36516900966758, 1.3505761824591458, 1.3054140456056862]",positive,L0,S1
