comparison,median,q1,q3,ci95_low,ci95_high,repeat_medians,classification,reference,candidate
L1_over_L0,1.18221102259083,1.1779439427423108,1.185899690507577,1.169645777767824,1.195136240605413,"[1.18221102259083, 1.185899690507577, 1.169645777767824, 1.1779439427423108, 1.195136240605413]",positive,L0,L1
E1_over_L1,1.0172219812538377,1.0167270451261554,1.0197247489827874,1.0146509429882946,1.0255954357128343,"[1.0197247489827874, 1.0146509429882946, 1.0167270451261554, 1.0255954357128345, 1.0172219812538377]",positive,L1,E1
S1_over_E1,0.9726267237442465,0.9711157528734062,0.9743761832067521,0.9688761119085102,0.9803250730081159,"[0.9803250730081158, 0.9743761832067521, 0.9726267237442465, 0.9688761119085102, 0.9711157528734062]",negative,E1,S1
S1_over_L0,1.1724417606041289,1.1704933508833526,1.180603730705998,1.1566579080553079,1.1818111267018914,"[1.1818111267018914, 1.1724417606041289, 1.1566579080553077, 1.1704933508833526, 1.180603730705998]",positive,L0,S1
