state,metric,median,q1,q3,ci95_low,ci95_high,repeat_medians
L0,pressure_post_ms,0.001535999995,0.001535999995,0.00204799999,0.0010240000000000002,0.00204799999,"[0.001024, 0.00204799999, 0.001535999995, 0.001535999995, 0.00204799999]"
L0,compaction_ms,12.27776,12.2664957,12.284416199999999,12.260864250000001,12.29004815,"[12.260864250000001, 12.27776, 12.29004815, 12.284416199999999, 12.2664957]"
L0,boundary_ms,0.0245760009,0.0245760009,0.0245760009,0.0245760009,0.0245760009,"[0.0245760009, 0.0245760009, 0.0245760009, 0.0245760009, 0.0245760009]"
L0,occupancy_mean,384.0,384.0,384.0,384.0,384.0,"[384.0, 384.0, 384.0, 384.0, 384.0]"
L0,occupancy_cv,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,"[0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152]"
L0,occupancy_p99,403.0,403.0,403.0,403.0,403.0,"[403.0, 403.0, 403.0, 403.0, 403.0]"
L0,occupancy_max,411.0,411.0,411.0,411.0,411.0,"[411.0, 411.0, 411.0, 411.0, 411.0]"
L1,total_ms,67.4391022,67.24300769999999,71.51820755,67.12883375,71.64365005,"[67.24300769999999, 67.4391022, 71.51820755, 71.64365005, 67.12883375]"
L1,gas_flux_ms,3.9024639150000002,3.9004160150000002,4.166656015,3.895807985,4.240384105000001,"[3.9024639150000002, 3.8958079850000003, 4.240384105, 4.166656015, 3.9004160150000002]"
L1,eulerian_coupling_ms,0.38707201199999997,0.385536,0.4106239975,0.38195200249999994,0.412672013,"[0.3819520025, 0.38707201199999997, 0.412672013, 0.4106239975, 0.385536]"
L1,injection_ms,0.001024,0.001024,0.001024,0.0010240000000000002,0.00204799999,"[0.001024, 0.001024, 0.001024, 0.001024, 0.00204799999]"
L1,bin_pre_ms,1.9430399500000002,1.93996799,2.019328,1.9353599549999998,2.0587519399999996,"[1.9430399500000002, 1.93996799, 2.019328, 2.0587519399999996, 1.935359955]"
L1,pressure_pre_ms,0.00307200011,0.00307200011,0.00307200011,0.00204799999,0.00307200011,"[0.00307200011, 0.00204799999, 0.00307200011, 0.00307200011, 0.00307200011]"
L1,collision_pool_ms,5.567487955000001,5.56697607,5.991423845,5.535744190000001,6.0994560700000005,"[5.53574419, 5.56697607, 5.991423845, 6.0994560700000005, 5.567487955000001]"
L1,relax_ms,25.1786242,25.065983799999998,27.36281585,24.9497604,27.46060755,"[25.1786242, 25.065983799999998, 27.36281585, 27.46060755, 24.9497604]"
L1,track_ms,9.49145603,9.42694378,9.887232305000001,9.393152234999999,10.004991995000001,"[9.49145603, 9.42694378, 10.004991995000001, 9.887232305000001, 9.393152234999999]"
L1,bin_post_ms,1.911808015,1.905664025,1.95276803,1.9010559900000001,1.9584000099999996,"[1.911808015, 1.905664025, 1.95840001, 1.95276803, 1.9010559900000001]"
L1,moments_ms,7.7598722,7.752192020000001,8.00665569,7.741951940000002,8.041984079999997,"[7.752192020000001, 7.7598722, 8.00665569, 8.041984079999999, 7.74195194]"
L1,pressure_post_ms,0.001024,0.001024,0.001024,0.0010240000000000002,0.00204799999,"[0.001024, 0.00204799999, 0.001024, 0.001024, 0.001024]"
L1,compaction_ms,11.33004805,11.3264642,11.3387518,11.315711950000003,11.342335700000001,"[11.3423357, 11.3264642, 11.33004805, 11.31571195, 11.3387518]"
L1,boundary_ms,0.0271680001,0.0266239997,0.027648,0.0266239997,0.027648,"[0.0271680001, 0.0266239997, 0.027648, 0.027648, 0.0266239997]"
L1,occupancy_mean,384.0,384.0,384.0,384.0,384.0,"[384.0, 384.0, 384.0, 384.0, 384.0]"
L1,occupancy_cv,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,"[0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152]"
L1,occupancy_p99,403.0,403.0,403.0,403.0,403.0,"[403.0, 403.0, 403.0, 403.0, 403.0]"
L1,occupancy_max,411.0,411.0,411.0,411.0,411.0,"[411.0, 411.0, 411.0, 411.0, 411.0]"
S1,total_ms,69.0472946,68.78515245,69.0488319,68.65305330000001,69.2710419,"[68.65305330000001, 69.0488319, 68.78515245, 69.0472946, 69.2710419]"
S1,gas_flux_ms,4.186624054999999,4.162047865,4.23731208,4.15692806,4.284928084999999,"[4.186624054999999, 4.15692806, 4.23731208, 4.284928085, 4.162047865]"
S1,eulerian_coupling_ms,0.418816,0.417791992,0.42035199700000003,0.412672013,0.42547199100000005,"[0.412672013, 0.418816, 0.425471991, 0.417791992, 0.42035199700000003]"
S1,injection_ms,0.001535999995,0.001024,0.001535999995,0.0010240000000000002,0.00204799999,"[0.001024, 0.001535999995, 0.00204799999, 0.001535999995, 0.001024]"
S1,bin_pre_ms,0.00409599999,0.00409599999,0.00409599999,0.00409599999,0.00409599999,"[0.00409599999, 0.00409599999, 0.00409599999, 0.00409599999, 0.00409599999]"
S1,pressure_pre_ms,0.00307200011,0.00307200011,0.00307200011,0.00307200011,0.00307200011,"[0.00307200011, 0.00307200011, 0.00307200011, 0.00307200011, 0.00307200011]"
S1,collision_pool_ms,5.9212799050000005,5.9069438000000005,5.96172786,5.859839915,6.02214384,"[5.859839915, 5.9069438000000005, 5.96172786, 5.9212799050000005, 6.02214384]"
S1,relax_ms,27.6838398,27.66028785,27.699711800000003,27.624959949999997,27.883520150000003,"[27.624959949999997, 27.66028785, 27.6838398, 27.699711800000003, 27.883520150000003]"
S1,track_ms,9.947648045000001,9.940479755,10.014207845,9.934336185000001,10.02495958,"[9.940479755, 10.014207845, 9.947648045000001, 9.934336185, 10.02495958]"
S1,bin_post_ms,1.22982395,1.2293120050000002,1.2303359500000002,1.2288000599999997,1.23342401,"[1.22880006, 1.22982395, 1.2303359500000002, 1.2293120050000002, 1.23342401]"
S1,moments_ms,8.095744135,8.054272175000001,8.117248060000001,8.051200385000001,8.15872002,"[8.054272175000001, 8.051200385000001, 8.095744135, 8.117248060000001, 8.15872002]"
S1,pressure_post_ms,0.00204799999,0.001024,0.00204799999,0.0010240000000000002,0.00204799999,"[0.001024, 0.001024, 0.00204799999, 0.00204799999, 0.00204799999]"
S1,compaction_ms,11.34847975,11.338239699999999,11.35052775,11.32800005,11.35360005,"[11.35052775, 11.338239699999999, 11.32800005, 11.34847975, 11.35360005]"
S1,boundary_ms,0.027648,0.027648,0.027648,0.027648,0.027648,"[0.027648, 0.027648, 0.027648, 0.027648, 0.027648]"
S1,occupancy_mean,384.0,384.0,384.0,384.0,384.0,"[384.0, 384.0, 384.0, 384.0, 384.0]"
S1,occupancy_cv,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,0.01648533457477152,"[0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152, 0.01648533457477152]"
S1,occupancy_p99,403.0,403.0,403.0,403.0,403.0,"[403.0, 403.0, 403.0, 403.0, 403.0]"
S1,occupancy_max,411.0,411.0,411.0,411.0,411.0,"[411.0, 411.0, 411.0, 411.0, 411.0]"
