factor,pair,ratio,stage,baseline_state,optimized_state,baseline_manuscript_state,optimized_manuscript_state,baseline_ms,optimized_ms,speedup
8,3,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.024576000899999999,1
8,3,S2_over_T2,total_ms,E2,S2,T2,S2,31.806464200000001,31.195135100000002,1.019596937087796
8,3,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.33894398800000003,0.38656000749999997,0.87682114399793432
8,3,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.098304003500000001,1
8,3,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.032767999899999997,1
8,3,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.395264,0.093311999000000007,4.2359396887424943
8,3,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,2.853375915,2.6014720200000001,1.09683129130868
8,3,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.98099201899999999,0.88166397799999996,1.112659747339706
8,3,S2_over_T2,relax_ms,E2,S2,T2,S2,10.614784200000001,10.613264050000002,1.0001432311485738
8,3,S2_over_T2,track_ms,E2,S2,T2,S2,3.85638404,3.8594560599999999,0.99920402773027039
8,3,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.39014399100000002,0.39014399100000002,1
8,3,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8253440250000001,1.8140159849999999,1.006244729976842
8,3,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,2.829311965,2.800127985,1.0104223736044693
8,3,S2_over_T2,compaction_ms,E2,S2,T2,S2,7.4045441150000002,7.3257439150000003,1.0107566140605393
8,3,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.024576000899999999,1
8,3,S1_over_T1,total_ms,E1,S1,T1,S1,33.111040150000001,32.098303800000004,1.0315510861978943
8,3,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.36095999199999995,0.36710400899999995,0.98326355242827113
8,3,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
8,3,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
8,3,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38604798899999998,0.019967999299999997,19.333333460202997
8,3,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,2.8799999949999999,2.5548800250000001,1.1272544960305915
8,3,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.7029119699999999,1.3829120399999999,1.231395722030159
8,3,S1_over_T1,relax_ms,E1,S1,T1,S1,10.615312100000001,10.61836815,0.99971219212247786
8,3,S1_over_T1,track_ms,E1,S1,T1,S1,3.8604800699999999,3.8517760050000001,1.0022597536795237
8,3,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.38297599599999999,0.38195198800000002,1.0026809861767232
8,3,S1_over_T1,moments_ms,E1,S1,T1,S1,2.61887991,2.6065920600000001,1.0047141438771972
8,3,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,2.804224015,2.80985606,0.9979956108499024
8,3,S1_over_T1,compaction_ms,E1,S1,T1,S1,7.2637438750000003,7.2709119300000005,0.99901414635894237
8,3,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
8,4,T2_over_T1,total_ms,E1,E2,T1,T2,33.097215649999995,31.534591650000003,1.0495526949371483
8,4,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.33945599199999998,0.38195200299999998,0.88873991845514688
8,4,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098304003500000001,1
8,4,T2_over_T1,injection_ms,E1,E2,T1,T2,0.031743999600000003,0.031743999600000003,1
8,4,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38604798899999998,0.395264,0.97668390999433286
8,4,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,2.8410880550000002,2.8011521099999999,1.014256971214605
8,4,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.670656025,0.97945600750000006,1.7056978692327842
8,4,T2_over_T1,relax_ms,E1,E2,T1,T2,10.6101761,10.6173439,0.9993248970677121
8,4,T2_over_T1,track_ms,E1,E2,T1,T2,3.8666239949999999,3.8635520950000002,1.0007950973416342
8,4,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.38297599599999999,0.39014399100000002,0.9816273089798786
8,4,T2_over_T1,moments_ms,E1,E2,T1,T2,2.6398719550000003,1.8252800100000002,1.4462832773805483
8,4,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,2.7929600499999996,2.7837439799999997,1.0033106744248801
8,4,T2_over_T1,compaction_ms,E1,E2,T1,T2,7.2360961449999994,7.2550399300000006,0.99738887929180553
8,4,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
8,4,S2_over_S1,total_ms,S1,S2,S1,S2,32.347648599999999,31.089664450000001,1.0404630983400658
8,4,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.36608000100000004,0.34713600550000001,1.0545722575585725
8,4,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.099327996399999993,0.98969079275619021
8,4,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
8,4,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.095232002400000001,0.2043010606694961
8,4,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,2.5987360449999999,2.5733120400000002,1.0098798764412573
8,4,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,1.3772800000000001,0.88012799599999991,1.5648632997239644
8,4,S2_over_S1,relax_ms,S1,S2,S1,S2,10.612736249999999,10.614272100000001,0.9998553033137334
8,4,S2_over_S1,track_ms,S1,S2,S1,S2,3.860992075,3.8574080449999997,1.0009291290831017
8,4,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.38195198800000002,0.39014399100000002,0.9790026164980713
8,4,S2_over_S1,moments_ms,S1,S2,S1,S2,2.61222398,1.8421759600000001,1.4180100254918102
8,4,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,2.8160001050000001,2.8318719850000003,0.99439526924802002
8,4,S2_over_S1,compaction_ms,S1,S2,S1,S2,7.4173438550000004,7.2831997899999994,1.0184182871358525
8,4,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
8,4,S2_over_T2,total_ms,E2,S2,T2,S2,31.534591650000003,31.089664450000001,1.0143110968828744
8,4,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.38195200299999998,0.34713600550000001,1.1002949764598819
8,4,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.099327996399999993,0.98969079275619021
8,4,S2_over_T2,injection_ms,E2,S2,T2,S2,0.031743999600000003,0.032767999899999997,0.9687499907493593
8,4,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.395264,0.095232002400000001,4.1505375298083615
8,4,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,2.8011521099999999,2.5733120400000002,1.0885396199366477
8,4,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.97945600750000006,0.88012799599999991,1.1128563253883814
8,4,S2_over_T2,relax_ms,E2,S2,T2,S2,10.6173439,10.614272100000001,1.0002894027938098
8,4,S2_over_T2,track_ms,E2,S2,T2,S2,3.8635520950000002,3.8574080449999997,1.0015927923435439
8,4,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.39014399100000002,0.39014399100000002,1
8,4,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8252800100000002,1.8421759600000001,0.99082826485261488
8,4,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,2.7837439799999997,2.8318719850000003,0.98300487972093109
8,4,S2_over_T2,compaction_ms,E2,S2,T2,S2,7.2550399300000006,7.2831997899999994,0.9961335867734038
8,4,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
8,4,S1_over_T1,total_ms,E1,S1,T1,S1,33.097215649999995,32.347648599999999,1.0231722268060002
8,4,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.33945599199999998,0.36608000100000004,0.92727270288660191
8,4,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
8,4,S1_over_T1,injection_ms,E1,S1,T1,S1,0.031743999600000003,0.032767999899999997,0.9687499907493593
8,4,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38604798899999998,0.019455999099999999,19.842105615640165
8,4,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,2.8410880550000002,2.5987360449999999,1.0932576474883968
8,4,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.670656025,1.3772800000000001,1.2130111705680762
8,4,S1_over_T1,relax_ms,E1,S1,T1,S1,10.6101761,10.612736249999999,0.99975876626539184
8,4,S1_over_T1,track_ms,E1,S1,T1,S1,3.8666239949999999,3.860992075,1.0014586717327048
8,4,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.38297599599999999,0.38195198800000002,1.0026809861767232
8,4,S1_over_T1,moments_ms,E1,S1,T1,S1,2.6398719550000003,2.61222398,1.0105840751833235
8,4,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,2.7929600499999996,2.8160001050000001,0.99181816259200728
8,4,S1_over_T1,compaction_ms,E1,S1,T1,S1,7.2360961449999994,7.4173438550000004,0.97556433764657913
8,4,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
8,5,T2_over_T1,total_ms,E1,E2,T1,T2,33.066495900000007,31.5366392,1.0485104544684649
8,5,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.37324799600000003,0.367615998,1.0153203289047286
8,5,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098815999949999997,0.99481868877247548
8,5,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.031791999949999997,1.0306995455314223
8,5,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38553599999999999,0.395264,0.97538860103626934
8,5,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,2.8200960149999998,2.8349440100000001,0.99476250855479853
8,5,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.6819199949999999,0.97791999600000001,1.7198952898801343
8,5,T2_over_T1,relax_ms,E1,E2,T1,T2,10.615295850000001,10.613759999999999,1.0001447036676918
8,5,T2_over_T1,track_ms,E1,E2,T1,T2,3.860992075,3.8615360249999999,0.99985913636530166
8,5,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.38348799950000001,0.3891360015,0.98548578908600415
8,5,T2_over_T1,moments_ms,E1,E2,T1,T2,2.6179039450000001,1.8181120150000001,1.4399024501248896
8,5,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,2.8200960149999998,2.8001279800000001,1.0071311151285305
8,5,T2_over_T1,compaction_ms,E1,E2,T1,T2,7.33542395,7.2176640049999996,1.0163155204950554
8,5,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
8,5,S2_over_S1,total_ms,S1,S2,S1,S2,32.338943499999999,31.09324745,1.0400632340511604
8,5,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.374784008,0.3819520025,0.98123325849037801
8,5,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.098304003500000001,1
8,5,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
8,5,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.026623999700000001,0.092160001399999997,0.28888888124517759
8,5,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,2.57536006,2.6029440150000003,0.98940278590663411
8,5,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,1.39064002,0.87910401800000004,1.5818833625214985
8,5,S2_over_S1,relax_ms,S1,S2,S1,S2,10.61836815,10.615295850000001,1.0002894219853513
8,5,S2_over_S1,track_ms,S1,S2,S1,S2,3.8645759850000001,3.8584320549999997,1.0015923385231156
8,5,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.38246399200000003,0.39014399100000002,0.980314962738975
8,5,S2_over_S1,moments_ms,S1,S2,S1,S2,2.5840640050000001,1.819648025,1.4200900226295139
8,5,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,2.8247519749999999,2.811903955,1.0045691532163301
8,5,S2_over_S1,compaction_ms,S1,S2,S1,S2,7.272992135,7.2688641549999993,1.0005678989057956
8,5,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
8,5,S2_over_T2,total_ms,E2,S2,T2,S2,31.5366392,31.09324745,1.0142600656529366
8,5,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.367615998,0.3819520025,0.96246647639974081
8,5,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098815999949999997,0.098304003500000001,1.0052082970354306
8,5,S2_over_T2,injection_ms,E2,S2,T2,S2,0.031791999949999997,0.032767999899999997,0.9702148451849818
8,5,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.395264,0.092160001399999997,4.2888888237364977
8,5,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,2.8349440100000001,2.6029440150000003,1.0891298443850701
8,5,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.97791999600000001,0.87910401800000004,1.1124053308558532
8,5,S2_over_T2,relax_ms,E2,S2,T2,S2,10.613759999999999,10.615295850000001,0.99985531726843002
8,5,S2_over_T2,track_ms,E2,S2,T2,S2,3.8615360249999999,3.8584320549999997,1.0008044640817189
8,5,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.3891360015,0.39014399100000002,0.99741636543621648
8,5,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8181120150000001,1.819648025,0.99915587521383431
8,5,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,2.8001279800000001,2.811903955,0.99581209913693514
8,5,S2_over_T2,compaction_ms,E2,S2,T2,S2,7.2176640049999996,7.2688641549999993,0.99295623787868137
8,5,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
8,5,S1_over_T1,total_ms,E1,S1,T1,S1,33.066495900000007,32.338943499999999,1.0224977170327165
8,5,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.37324799600000003,0.374784008,0.99590160741330247
8,5,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
8,5,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
8,5,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38553599999999999,0.026623999700000001,14.480769393938957
8,5,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,2.8200960149999998,2.57536006,1.0950298013862962
8,5,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.6819199949999999,1.39064002,1.2094574949741486
8,5,S1_over_T1,relax_ms,E1,S1,T1,S1,10.615295850000001,10.61836815,0.99971066175549772
8,5,S1_over_T1,track_ms,E1,S1,T1,S1,3.860992075,3.8645759850000001,0.99907262529863283
8,5,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.38348799950000001,0.38246399200000003,1.0026773958370438
8,5,S1_over_T1,moments_ms,E1,S1,T1,S1,2.6179039450000001,2.5840640050000001,1.0130956276371335
8,5,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,2.8200960149999998,2.8247519749999999,0.9983517278539118
8,5,S1_over_T1,compaction_ms,E1,S1,T1,S1,7.33542395,7.272992135,1.0085840619433035
8,5,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
16,1,T2_over_T1,total_ms,E1,E2,T1,T2,43.888639449999999,39.683584249999996,1.1059646017231926
16,1,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.32460801299999997,0.34252800049999998,0.9476831456878223
16,1,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098304003500000001,1
16,1,T2_over_T1,injection_ms,E1,E2,T1,T2,0.033280000099999998,0.031791999949999997,1.0468042322703892
16,1,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.39731198499999998,0.406527996,0.97732994752961611
16,1,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,4.5593597900000002,4.6146557349999995,0.98801731956284289
16,1,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,2.8247039300000001,0.99123197799999996,2.8496900752731769
16,1,T2_over_T1,relax_ms,E1,E2,T1,T2,10.8646402,10.86822415,0.99967023591430071
16,1,T2_over_T1,track_ms,E1,E2,T1,T2,3.9306240099999998,3.9311360149999999,0.9998697564780139
16,1,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.395264,0.40243199499999999,0.98218830736855312
16,1,T2_over_T1,moments_ms,E1,E2,T1,T2,4.2644479300000002,1.8340480349999999,2.3251560747698741
16,1,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,4.5777919300000001,4.5926401649999997,0.99676695006215454
16,1,T2_over_T1,compaction_ms,E1,E2,T1,T2,11.585536000000001,11.437568200000001,1.0129369982685654
16,1,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
16,1,S2_over_S1,total_ms,S1,S2,S1,S2,42.152448649999997,38.647296949999998,1.0906959082943057
16,1,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.33689600200000003,0.351743996,0.95778749838277277
16,1,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.098815999949999997,0.99481868877247548
16,1,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.033199999450000003,0.98698796514588483
16,1,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.038543999199999998,0.104447998,0.36902573470101357
16,1,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,4.0540158750000002,4.107264045,0.98703561070907486
16,1,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,2.243584035,0.89139199250000001,2.5169443453352538
16,1,S2_over_S1,relax_ms,S1,S2,S1,S2,10.8702722,10.866687799999999,1.0003298521192447
16,1,S2_over_S1,track_ms,S1,S2,S1,S2,3.9357439250000001,3.93369591,1.0005206337873738
16,1,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.39475199599999999,0.40243199499999999,0.98091603278213502
16,1,S2_over_S1,moments_ms,S1,S2,S1,S2,4.2193920600000006,1.85446405,2.2752622570386309
16,1,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,4.5383679850000007,4.5117440200000001,1.0059010362471763
16,1,S2_over_S1,compaction_ms,S1,S2,S1,S2,11.4119682,11.4201598,0.99928270705984346
16,1,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.02468799985,0.99546342552331146
16,1,S2_over_T2,total_ms,E2,S2,T2,S2,39.683584249999996,38.647296949999998,1.0268139658341615
16,1,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.34252800049999998,0.351743996,0.97379913913299598
16,1,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.098815999949999997,0.99481868877247548
16,1,S2_over_T2,injection_ms,E2,S2,T2,S2,0.031791999949999997,0.033199999450000003,0.95759037580345485
16,1,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.406527996,0.104447998,3.8921568989766562
16,1,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,4.6146557349999995,4.107264045,1.1235352011560289
16,1,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.99123197799999996,0.89139199250000001,1.1120045797360021
16,1,S2_over_T2,relax_ms,E2,S2,T2,S2,10.86822415,10.866687799999999,1.0001413816268836
16,1,S2_over_T2,track_ms,E2,S2,T2,S2,3.9311360149999999,3.93369591,0.99934923922474728
16,1,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.40243199499999999,0.40243199499999999,1
16,1,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8340480349999999,1.85446405,0.9889908812198327
16,1,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,4.5926401649999997,4.5117440200000001,1.0179301273834236
16,1,S2_over_T2,compaction_ms,E2,S2,T2,S2,11.437568200000001,11.4201598,1.001524356953394
16,1,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.02468799985,0.99546342552331146
16,1,S1_over_T1,total_ms,E1,S1,T1,S1,43.888639449999999,42.152448649999997,1.0411883735252472
16,1,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.32460801299999997,0.33689600200000003,0.96352586873381763
16,1,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
16,1,S1_over_T1,injection_ms,E1,S1,T1,S1,0.033280000099999998,0.032767999899999997,1.0156250061511993
16,1,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.39731198499999998,0.038543999199999998,10.308011447862421
16,1,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,4.5593597900000002,4.0540158750000002,1.1246526729498809
16,1,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,2.8247039300000001,2.243584035,1.2590140979497566
16,1,S1_over_T1,relax_ms,E1,S1,T1,S1,10.8646402,10.8702722,0.99948188969913743
16,1,S1_over_T1,track_ms,E1,S1,T1,S1,3.9306240099999998,3.9357439250000001,0.99869912395278604
16,1,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.395264,0.39475199599999999,1.0012970270073061
16,1,S1_over_T1,moments_ms,E1,S1,T1,S1,4.2644479300000002,4.2193920600000006,1.0106782847764091
16,1,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,4.5777919300000001,4.5383679850000007,1.0086868110145104
16,1,S1_over_T1,compaction_ms,E1,S1,T1,S1,11.585536000000001,11.4119682,1.0152092782733131
16,1,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
16,2,T2_over_T1,total_ms,E1,E2,T1,T2,43.998720149999997,39.506431599999999,1.1137103091335638
16,2,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.37529601150000003,0.37683199350000002,0.99592396073981448
16,2,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.099327996399999993,0.098304003500000001,1.0104165940708609
16,2,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.032767999899999997,1
16,2,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.398335993,0.40755200400000002,0.97738690790488658
16,2,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,4.6576638199999998,4.6300158499999995,1.0059714633590293
16,2,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,2.7816959600000004,0.99174398200000002,2.8048528758302065
16,2,T2_over_T1,relax_ms,E1,E2,T1,T2,10.87129595,10.8697596,1.0001413416723586
16,2,T2_over_T1,track_ms,E1,E2,T1,T2,3.9311360100000003,3.93471992,0.99908915753271721
16,2,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.396288007,0.40243199499999999,0.98473285405649724
16,2,T2_over_T1,moments_ms,E1,E2,T1,T2,4.3591999999999995,1.8370559799999999,2.372927144005704
16,2,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,4.5475840549999997,4.530175925,1.0038427050711061
16,2,T2_over_T1,compaction_ms,E1,E2,T1,T2,11.492864149999999,11.35923195,1.0117641932648447
16,2,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
16,2,S2_over_S1,total_ms,S1,S2,S1,S2,42.208255749999999,38.934015250000002,1.0840971700189592
16,2,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.378879994,0.39577600349999997,0.95730916136758659
16,2,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.099327996399999993,0.98969079275619021
16,2,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
16,2,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.035328000799999995,0.11583999950000001,0.30497238391303683
16,2,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,4.0478718249999996,4.0949759449999998,0.98849709482237258
16,2,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,2.254848,0.89292800400000005,2.5252293464860354
16,2,S2_over_S1,relax_ms,S1,S2,S1,S2,10.8687363,10.87129595,0.99976454969014061
16,2,S2_over_S1,track_ms,S1,S2,S1,S2,3.9311358949999997,3.9331839100000003,0.99947929843941608
16,2,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.39475199599999999,0.40243199499999999,0.98091603278213502
16,2,S2_over_S1,moments_ms,S1,S2,S1,S2,4.1917440849999998,1.8375680449999998,2.2811367973042871
16,2,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,4.5071361049999998,4.5040960299999995,1.000674957856083
16,2,S2_over_S1,compaction_ms,S1,S2,S1,S2,11.439119850000001,11.459584250000001,0.99821421095621332
16,2,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
16,2,S2_over_T2,total_ms,E2,S2,T2,S2,39.506431599999999,38.934015250000002,1.0147022172340676
16,2,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.37683199350000002,0.39577600349999997,0.95213451590679887
16,2,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.099327996399999993,0.98969079275619021
16,2,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.032767999899999997,1
16,2,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.40755200400000002,0.11583999950000001,3.5182320939150209
16,2,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,4.6300158499999995,4.0949759449999998,1.1306576429718196
16,2,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.99174398200000002,0.89292800400000005,1.1106651124808937
16,2,S2_over_T2,relax_ms,E2,S2,T2,S2,10.8697596,10.87129595,0.99985867830228647
16,2,S2_over_T2,track_ms,E2,S2,T2,S2,3.93471992,3.9331839100000003,1.0003905258526291
16,2,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.40243199499999999,0.40243199499999999,1
16,2,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8370559799999999,1.8375680449999998,0.99972133548937514
16,2,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,4.530175925,4.5040960299999995,1.0057902617586953
16,2,S2_over_T2,compaction_ms,E2,S2,T2,S2,11.35923195,11.459584250000001,0.99124293710742595
16,2,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
16,2,S1_over_T1,total_ms,E1,S1,T1,S1,43.998720149999997,42.208255749999999,1.0424197676067199
16,2,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.37529601150000003,0.378879994,0.99054058657950683
16,2,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.099327996399999993,0.098304003500000001,1.0104165940708609
16,2,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
16,2,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.398335993,0.035328000799999995,11.275361865367714
16,2,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,4.6576638199999998,4.0478718249999996,1.150645084963875
16,2,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,2.7816959600000004,2.254848,1.2336512084184834
16,2,S1_over_T1,relax_ms,E1,S1,T1,S1,10.87129595,10.8687363,1.0002355057597634
