factor,pair,ratio,stage,baseline_state,optimized_state,baseline_manuscript_state,optimized_manuscript_state,baseline_ms,optimized_ms,speedup
2,4,S2_over_T2,compaction_ms,E2,S2,T2,S2,4.2188799399999999,4.2332160449999998,0.99661342467580105
2,4,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
2,4,S1_over_T1,total_ms,E1,S1,T1,S1,25.34604835,24.800255800000002,1.0220075371158066
2,4,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.39679999649999997,0.37427200350000001,1.0601914992019967
2,4,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.10188799700000001,0.099327996399999993,1.025773202850994
2,4,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
2,4,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.3814719915,0.019455999099999999,19.606908364834371
2,4,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,1.5575040599999999,1.4838079799999999,1.0496668578369555
2,4,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,0.82943999749999997,0.73574399949999991,1.1273486403744704
2,4,S1_over_T1,relax_ms,E1,S1,T1,S1,10.434559799999999,10.42790415,1.0006382538527647
2,4,S1_over_T1,track_ms,E1,S1,T1,S1,3.8353919950000002,3.8338561049999997,1.0004006123229292
2,4,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.376832008,0.37478399299999998,1.0054645209994335
2,4,S1_over_T1,moments_ms,E1,S1,T1,S1,1.5621119750000001,1.57132798,0.99413489410403044
2,4,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,1.539072035,1.536512015,1.0016661242964637
2,4,S1_over_T1,compaction_ms,E1,S1,T1,S1,4.208127975,4.2138080549999994,0.99865203162416005
2,4,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.0255999994,0.024576000899999999,1.0416666041056339
2,5,T2_over_T1,total_ms,E1,E2,T1,T2,25.227264399999999,25.640447600000002,0.98388549192097563
2,5,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.32256001200000001,0.32563200599999997,0.99056605633538375
2,5,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.099327996399999993,0.98969079275619021
2,5,T2_over_T1,injection_ms,E1,E2,T1,T2,0.03225599975,0.032767999899999997,0.98437499537467965
2,5,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.37939199800000001,0.387071997,0.98015873258844921
2,5,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,1.558079955,1.55392003,1.0026770521775177
2,5,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,0.82892799350000002,0.96460801399999996,0.8593418066916455
2,5,T2_over_T1,relax_ms,E1,E2,T1,T2,10.417664050000001,10.427391999999999,0.99906707736699663
2,5,T2_over_T1,track_ms,E1,E2,T1,T2,3.8174719800000001,3.8225920200000001,0.99866058423885895
2,5,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.373760015,0.38195198800000002,0.97855234883605313
2,5,T2_over_T1,moments_ms,E1,E2,T1,T2,1.557504,1.7991679899999999,0.8656801414080294
2,5,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,1.5293439600000001,1.5349760049999999,0.9963308579537048
2,5,T2_over_T1,compaction_ms,E1,E2,T1,T2,4.2101759899999998,4.2188801800000002,0.99793684825625917
2,5,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
2,5,S2_over_S1,total_ms,S1,S2,S1,S2,24.870399450000001,25.23340795,0.98561397252724248
2,5,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.37683200849999998,0.33484800149999999,1.1253822833402816
2,5,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.099839996699999989,0.098304003500000001,1.0156249302705154
2,5,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032143998899999998,0.033231999700000001,0.96726044746563955
2,5,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.04505600035,0.094208002050000003,0.47826086287327224
2,5,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,1.4919680350000002,1.4853119850000001,1.0044812470829152
2,5,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,0.73779201499999991,0.86886400000000008,0.84914556823622556
2,5,S2_over_S1,relax_ms,S1,S2,S1,S2,10.42585615,10.42278385,1.0002947676977874
2,5,S2_over_S1,track_ms,S1,S2,S1,S2,3.8287360650000002,3.8143999549999998,1.0037584181441719
2,5,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.37478399299999998,0.38195198800000002,0.98123325646887316
2,5,S2_over_S1,moments_ms,S1,S2,S1,S2,1.5590400099999999,1.8068479900000001,0.86285067622096967
2,5,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,1.5319039800000001,1.5303679699999999,1.0010036867146404
2,5,S2_over_S1,compaction_ms,S1,S2,S1,S2,4.2152960299999993,4.2096641049999999,1.001337856147076
2,5,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.0255999994,0.0255999994,1
2,5,S2_over_T2,total_ms,E2,S2,T2,S2,25.640447600000002,25.23340795,1.0161309820221887
2,5,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.32563200599999997,0.33484800149999999,0.97247707778240977
2,5,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.099327996399999993,0.098304003500000001,1.0104165940708609
2,5,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.033231999700000001,0.9860375600569109
2,5,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.387071997,0.094208002050000003,4.1086955309227893
2,5,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,1.55392003,1.4853119850000001,1.046190999394649
2,5,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.96460801399999996,0.86886400000000008,1.1101944769261931
2,5,S2_over_T2,relax_ms,E2,S2,T2,S2,10.427391999999999,10.42278385,1.0004421227635838
2,5,S2_over_T2,track_ms,E2,S2,T2,S2,3.8225920200000001,3.8143999549999998,1.0021476680727364
2,5,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.38195198800000002,0.38195198800000002,1
2,5,S2_over_T2,moments_ms,E2,S2,T2,S2,1.7991679899999999,1.8068479900000001,0.99574950408528828
2,5,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,1.5349760049999999,1.5303679699999999,1.0030110634111089
2,5,S2_over_T2,compaction_ms,E2,S2,T2,S2,4.2188801800000002,4.2096641049999999,1.0021892661196066
2,5,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
2,5,S1_over_T1,total_ms,E1,S1,T1,S1,25.227264399999999,24.870399450000001,1.014348983445861
2,5,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.32256001200000001,0.37683200849999998,0.85597827340614574
2,5,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.099839996699999989,0.98461545221585545
2,5,S1_over_T1,injection_ms,E1,S1,T1,S1,0.03225599975,0.032143998899999998,1.0034843471202335
2,5,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.37939199800000001,0.04505600035,8.4204544356543174
2,5,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,1.558079955,1.4919680350000002,1.0443118876873256
2,5,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,0.82892799350000002,0.73779201499999991,1.1235252979798109
2,5,S1_over_T1,relax_ms,E1,S1,T1,S1,10.417664050000001,10.42585615,0.99921425157971333
2,5,S1_over_T1,track_ms,E1,S1,T1,S1,3.8174719800000001,3.8287360650000002,0.99705801475767175
2,5,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.373760015,0.37478399299999998,0.9972678182122896
2,5,S1_over_T1,moments_ms,E1,S1,T1,S1,1.557504,1.5590400099999999,0.99901477191723909
2,5,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,1.5293439600000001,1.5319039800000001,0.99832886392788145
2,5,S1_over_T1,compaction_ms,E1,S1,T1,S1,4.2101759899999998,4.2152960299999993,0.99878536644554483
2,5,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.0255999994,0.96000005765625129
4,1,T2_over_T1,total_ms,E1,E2,T1,T2,27.828224200000001,27.650048249999998,1.0064439652469686
4,1,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.35276800349999998,0.37529599650000001,0.93997273296252704
4,1,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098304003500000001,1
4,1,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.0337920003,0.96969695812887402
4,1,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38246399200000003,0.39014399100000002,0.980314962738975
4,1,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,1.99219203,1.9768320349999999,1.0077700051031397
4,1,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.11411196,0.97075200100000003,1.1476792825070881
4,1,T2_over_T1,relax_ms,E1,E2,T1,T2,10.490880050000001,10.490367900000001,1.0000488209760499
4,1,T2_over_T1,track_ms,E1,E2,T1,T2,3.83643198,3.83846402,0.99947061116388947
4,1,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.37734399699999999,0.385024011,0.98005315569786633
4,1,T2_over_T1,moments_ms,E1,E2,T1,T2,1.8165760049999999,1.8073599950000001,1.0050991556886817
4,1,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,1.9655680100000001,1.9568639999999999,1.0044479381295788
4,1,T2_over_T1,compaction_ms,E1,E2,T1,T2,5.2469758999999998,5.237247945,1.001857455499942
4,1,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
4,1,S2_over_S1,total_ms,S1,S2,S1,S2,27.147263500000001,27.2568321,0.99598014180085148
4,1,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.37683199349999996,0.37119999549999999,1.0151724085891052
4,1,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.099327996399999993,0.099327996399999993,1
4,1,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
4,1,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.11571200200000001,0.16814158223621434
4,1,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,1.8590720300000001,1.8775039950000001,0.99018272927829376
4,1,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,0.95436799500000002,0.87500798700000004,1.0906963241239533
4,1,S2_over_S1,relax_ms,S1,S2,S1,S2,10.491391700000001,10.491392149999999,0.9999999571076944
4,1,S2_over_S1,track_ms,S1,S2,S1,S2,3.8348801099999998,3.8302720800000003,1.0012030555281075
4,1,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.37585599749999998,0.385024011,0.97618846295796335
4,1,S2_over_S1,moments_ms,S1,S2,S1,S2,1.7950720200000001,1.81196797,0.9906753594546156
4,1,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,1.981951955,1.972224,1.0049324797791732
4,1,S2_over_S1,compaction_ms,S1,S2,S1,S2,5.2597761149999993,5.229568005,1.0057764063821557
4,1,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
4,1,S2_over_T2,total_ms,E2,S2,T2,S2,27.650048249999998,27.2568321,1.0144263334989687
4,1,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.37529599650000001,0.37119999549999999,1.0110344855863556
4,1,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.099327996399999993,0.98969079275619021
4,1,S2_over_T2,injection_ms,E2,S2,T2,S2,0.0337920003,0.032767999899999997,1.0312500123023989
4,1,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.39014399100000002,0.11571200200000001,3.3716812798727656
4,1,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,1.9768320349999999,1.8775039950000001,1.0529043028747322
4,1,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.97075200100000003,0.87500798700000004,1.1094207314932771
4,1,S2_over_T2,relax_ms,E2,S2,T2,S2,10.490367900000001,10.491392149999999,0.99990237234626689
4,1,S2_over_T2,track_ms,E2,S2,T2,S2,3.83846402,3.8302720800000003,1.0021387357944556
4,1,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.385024011,0.385024011,1
4,1,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8073599950000001,1.81196797,0.99745692248632856
4,1,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,1.9568639999999999,1.972224,0.99221183800623047
4,1,S2_over_T2,compaction_ms,E2,S2,T2,S2,5.237247945,5.229568005,1.0014685610728566
4,1,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
4,1,S1_over_T1,total_ms,E1,S1,T1,S1,27.828224200000001,27.147263500000001,1.0250839536736365
4,1,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.35276800349999998,0.37683199349999996,0.93614132978334819
4,1,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.099327996399999993,0.98969079275619021
4,1,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
4,1,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38246399200000003,0.019455999099999999,19.657895234997213
4,1,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,1.99219203,1.8590720300000001,1.0716056171314674
4,1,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.11411196,0.95436799500000002,1.167381938452368
4,1,S1_over_T1,relax_ms,E1,S1,T1,S1,10.490880050000001,10.491391700000001,0.9999512314462532
4,1,S1_over_T1,track_ms,E1,S1,T1,S1,3.83643198,3.8348801099999998,1.0004046723640598
4,1,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.37734399699999999,0.37585599749999998,1.0039589617031455
4,1,S1_over_T1,moments_ms,E1,S1,T1,S1,1.8165760049999999,1.7950720200000001,1.0119794552867021
4,1,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,1.9655680100000001,1.981951955,0.99173342978437651
4,1,S1_over_T1,compaction_ms,E1,S1,T1,S1,5.2469758999999998,5.2597761149999993,0.99756639546624515
4,1,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
4,2,T2_over_T1,total_ms,E1,E2,T1,T2,27.892735500000001,27.821568499999998,1.0025579794323962
4,2,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.35072000299999995,0.34923200300000001,1.0042607778989829
4,2,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.100863997,0.098304003500000001,1.0260415996180663
4,2,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.032767999899999997,1
4,2,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38400000299999998,0.39014399100000002,0.98425199889852966
4,2,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,1.9799039949999999,2.01062399,0.98472116360254902
4,2,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.1207680099999999,0.96972799300000001,1.1557550344945027
4,2,T2_over_T1,relax_ms,E1,E2,T1,T2,10.508287899999999,10.4934397,1.0014149983632155
4,2,T2_over_T1,track_ms,E1,E2,T1,T2,3.8671360000000004,3.8399999149999999,1.0070666889585076
4,2,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.38143999900000003,0.38451200699999999,0.99201063180323534
4,2,T2_over_T1,moments_ms,E1,E2,T1,T2,1.814527985,1.80275202,1.006532215673235
4,2,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,1.974784015,1.980416,0.99715616062483847
4,2,T2_over_T1,compaction_ms,E1,E2,T1,T2,5.2843520650000002,5.2828159350000004,1.0002907786337629
4,2,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.0255999994,0.0255999994,1
4,2,S2_over_S1,total_ms,S1,S2,S1,S2,27.0013437,27.044863700000001,0.99839082198813223
4,2,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.32716800299999999,0.31955198949999997,1.0238334097431743
4,2,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.099327996399999993,0.098304003500000001,1.0104165940708609
4,2,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.031743999600000003,1.0322580743732115
4,2,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.09164800125,0.21229049007765458
4,2,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,1.8426880250000002,1.8626560000000001,0.98927983750085902
4,2,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,0.95743998850000001,0.87044802300000002,1.099939299304951
4,2,S2_over_S1,relax_ms,S1,S2,S1,S2,10.500608,10.488832,1.0011227179537245
4,2,S2_over_S1,track_ms,S1,S2,S1,S2,3.8579200500000002,3.8328321000000001,1.0065455384805404
4,2,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.37785598599999998,0.38400000299999998,0.983999955854167
4,2,S2_over_S1,moments_ms,S1,S2,S1,S2,1.7960959700000001,1.8078719950000002,0.99348625066787422
4,2,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,1.9650560000000001,1.9701760450000001,0.99740122462000602
4,2,S2_over_S1,compaction_ms,S1,S2,S1,S2,5.2505598100000004,5.1967999950000001,1.0103447919973298
4,2,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
4,2,S2_over_T2,total_ms,E2,S2,T2,S2,27.821568499999998,27.044863700000001,1.0287191242158118
4,2,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.34923200300000001,0.31955198949999997,1.0928800773434084
4,2,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.098304003500000001,1
4,2,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.031743999600000003,1.0322580743732115
4,2,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.39014399100000002,0.09164800125,4.2569830839600558
4,2,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,2.01062399,1.8626560000000001,1.0794392469677707
4,2,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.96972799300000001,0.87044802300000002,1.1140561726567331
4,2,S2_over_T2,relax_ms,E2,S2,T2,S2,10.4934397,10.488832,1.0004392958148247
4,2,S2_over_T2,track_ms,E2,S2,T2,S2,3.8399999149999999,3.8328321000000001,1.0018701093115976
4,2,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.38451200699999999,0.38400000299999998,1.0013333437395833
4,2,S2_over_T2,moments_ms,E2,S2,T2,S2,1.80275202,1.8078719950000002,0.99716795491375476
4,2,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,1.980416,1.9701760450000001,1.0051974822381926
4,2,S2_over_T2,compaction_ms,E2,S2,T2,S2,5.2828159350000004,5.1967999950000001,1.0165517126082895
4,2,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.0255999994,0.0255999994,1
4,2,S1_over_T1,total_ms,E1,S1,T1,S1,27.892735500000001,27.0013437,1.0330128681707051
4,2,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.35072000299999995,0.32716800299999999,1.0719874797780882
4,2,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.100863997,0.099327996399999993,1.0154639241268337
4,2,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
4,2,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38400000299999998,0.019455999099999999,19.736843172448541
4,2,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,1.9799039949999999,1.8426880250000002,1.0744651119117137
4,2,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.1207680099999999,0.95743998850000001,1.170588259798802
4,2,S1_over_T1,relax_ms,E1,S1,T1,S1,10.508287899999999,10.500608,1.0007313766974255
4,2,S1_over_T1,track_ms,E1,S1,T1,S1,3.8671360000000004,3.8579200500000002,1.0023888390325766
4,2,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.38143999900000003,0.37785598599999998,1.0094851296070246
4,2,S1_over_T1,moments_ms,E1,S1,T1,S1,1.814527985,1.7960959700000001,1.0102622662195495
4,2,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,1.974784015,1.9650560000000001,1.0049505026828751
4,2,S1_over_T1,compaction_ms,E1,S1,T1,S1,5.2843520650000002,5.2505598100000004,1.0064359337333213
4,2,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.0255999994,0.024576000899999999,1.0416666041056339
4,3,T2_over_T1,total_ms,E1,E2,T1,T2,27.665920249999999,27.592191700000001,1.0026720802320317
4,3,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.32716800299999999,0.31897600000000004,1.0256821923906498
4,3,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.097792003299999999,1.0052356039627219
4,3,T2_over_T1,injection_ms,E1,E2,T1,T2,0.03225599975,0.032304000099999994,0.99851410506898819
4,3,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38092800999999998,0.38912001299999999,0.9789473614146903
4,3,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,1.9875840550000001,1.9758080250000001,1.0059601083966647
4,3,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.10131198,0.97023999699999997,1.1350923311812304
4,3,T2_over_T1,relax_ms,E1,E2,T1,T2,10.488832,10.488832499999999,0.9999999523302523
4,3,T2_over_T1,track_ms,E1,E2,T1,T2,3.841023925,3.833855985,1.0018696424769331
4,3,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.376832008,0.38451200699999999,0.98002663412276747
4,3,T2_over_T1,moments_ms,E1,E2,T1,T2,1.790975985,1.8078719950000002,0.99065420005026394
4,3,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,1.953792035,1.9711999900000001,0.991168853952764
4,3,T2_over_T1,compaction_ms,E1,E2,T1,T2,5.2423679849999996,5.222912075,1.0037251077024878
4,3,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
4,3,S2_over_S1,total_ms,S1,S2,S1,S2,27.2527361,27.113472000000002,1.0051363432908924
4,3,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.3415200115,0.33843199899999998,1.0091244696397637
4,3,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.098304003500000001,1
4,3,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032592000449999999,0.032767999899999997,0.99462892301827677
4,3,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.1071840005,0.18151962055194981
4,3,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,1.8600959800000001,1.86880004,0.99534243374695142
4,3,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,0.95948800450000005,0.87296000100000004,1.0991202384999081
4,3,S2_over_S1,relax_ms,S1,S2,S1,S2,10.4888482,10.491392149999999,0.99975752026388609
4,3,S2_over_S1,track_ms,S1,S2,S1,S2,3.83590388,3.84102392,0.99866701168577987
4,3,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.376832008,0.385024011,0.97872339707146216
4,3,S2_over_S1,moments_ms,S1,S2,S1,S2,1.799679995,1.817088005,0.99041983109673326
4,3,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,1.9758080200000001,1.9563519949999999,1.0099450533696008
4,3,S2_over_S1,compaction_ms,S1,S2,S1,S2,5.2587521050000001,5.2444160000000002,1.0027335941694937
4,3,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.0255999994,0.96000005765625129
4,3,S2_over_T2,total_ms,E2,S2,T2,S2,27.592191700000001,27.113472000000002,1.0176561563196334
4,3,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.31897600000000004,0.33843199899999998,0.94251134922971647
4,3,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.097792003299999999,0.098304003500000001,0.99479166481759818
4,3,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032304000099999994,0.032767999899999997,0.98583984981030215
4,3,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.38912001299999999,0.1071840005,3.6303927002612668
4,3,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,1.9758080250000001,1.86880004,1.0572602647204568
4,3,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,0.97023999699999997,0.87296000100000004,1.111436945436862
4,3,S2_over_T2,relax_ms,E2,S2,T2,S2,10.488832499999999,10.491392149999999,0.99975602379899597
4,3,S2_over_T2,track_ms,E2,S2,T2,S2,3.833855985,3.84102392,0.99813384786210857
4,3,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.38451200699999999,0.385024011,0.9986702024149865
4,3,S2_over_T2,moments_ms,E2,S2,T2,S2,1.8078719950000002,1.817088005,0.99492814328494794
4,3,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,1.9711999900000001,1.9563519949999999,1.0075896336845049
4,3,S2_over_T2,compaction_ms,E2,S2,T2,S2,5.222912075,5.2444160000000002,0.99589965307862682
4,3,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
4,3,S1_over_T1,total_ms,E1,S1,T1,S1,27.665920249999999,27.2527361,1.0151611988052824
4,3,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.32716800299999999,0.3415200115,0.95797608334292295
4,3,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
4,3,S1_over_T1,injection_ms,E1,S1,T1,S1,0.03225599975,0.032592000449999999,0.98969070031416262
4,3,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.38092800999999998,0.019455999099999999,19.578948788088709
4,3,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,1.9875840550000001,1.8600959800000001,1.0685384390756008
4,3,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,1.10131198,0.95948800450000005,1.147812140261103
4,3,S1_over_T1,relax_ms,E1,S1,T1,S1,10.488832,10.4888482,0.99999845550248323
4,3,S1_over_T1,track_ms,E1,S1,T1,S1,3.841023925,3.83590388,1.0013347688472318
4,3,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.376832008,0.376832008,1
4,3,S1_over_T1,moments_ms,E1,S1,T1,S1,1.790975985,1.799679995,0.99516357906728858
4,3,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,1.953792035,1.9758080200000001,0.98885722460019165
4,3,S1_over_T1,compaction_ms,E1,S1,T1,S1,5.2423679849999996,5.2587521050000001,0.99688440913873411
4,3,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
4,4,T2_over_T1,total_ms,E1,E2,T1,T2,27.731967900000001,27.671039550000003,1.0022018814974372
4,4,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.31385600599999997,0.32665599899999997,0.96081506833125696
4,4,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098304003500000001,1
4,4,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.032767999899999997,1
4,4,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.38195198800000002,0.38912001299999999,0.98157888373631408
4,4,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,1.9809280650000001,1.9886080050000001,0.99613803224130137
4,4,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,1.10643202,0.96716800300000005,1.1439915470404576
