factor,initial_target_cell_particles,ratio,stage,pairs,median_speedup,ci95_low,ci95_high,classification
4,44000,S2_over_S1,eulerian_coupling_ms,5,1,0.99481868877247559,1.0104165940708609,inconclusive
4,44000,S2_over_S1,injection_ms,5,1.0158730206463371,0.99462892301827688,1.0322580743732117,inconclusive
4,44000,S2_over_S1,bin_pre_ms,5,0.19587627910590097,0.16814158223621431,0.39534884436583118,negative
4,44000,S2_over_S1,pressure_pre_ms,5,0.99534243374695142,0.98927983750085902,0.99871751298924172,negative
4,44000,S2_over_S1,collision_pool_ms,5,1.0991202384999081,1.0906963241239533,1.1015257714600803,positive
4,44000,S2_over_S1,relax_ms,5,0.9999999571076944,0.9997575202638862,1.0011227179537243,inconclusive
4,44000,S2_over_S1,track_ms,5,1.0001336432477843,0.99773334630399335,1.0065455384805406,inconclusive
4,44000,S2_over_S1,bin_post_ms,5,0.97872339707146216,0.97618846295796347,0.98399995585416689,negative
4,44000,S2_over_S1,moments_ms,5,0.99348625066787422,0.99041983109673326,1.0070953504529112,inconclusive
4,44000,S2_over_S1,pressure_post_ms,5,1.0049324797791732,0.99740122462000591,1.0099450533696008,inconclusive
4,44000,S2_over_S1,compaction_ms,5,1.0027335941694937,0.99534523825039078,1.0103447919973298,inconclusive
4,44000,S2_over_S1,boundary_ms,5,0.96000005765625129,0.96000005765625152,1,inconclusive
4,44000,S2_over_T2,total_ms,5,1.0176561563196334,1.0144263334989687,1.0287191242158118,positive
4,44000,S2_over_T2,gas_flux_ms,5,1.0110344855863556,0.94251134922971647,1.0928800773434086,inconclusive
4,44000,S2_over_T2,eulerian_coupling_ms,5,0.99481868877247548,0.98969079275619032,1,inconclusive
4,44000,S2_over_T2,injection_ms,5,1.0158730206463371,0.98583984981030215,1.0322580743732117,inconclusive
4,44000,S2_over_T2,bin_pre_ms,5,3.9278349510514792,3.371681279872766,4.4186047962739554,positive
4,44000,S2_over_T2,pressure_pre_ms,5,1.0600987676111044,1.0529043028747325,1.0794392469677709,positive
4,44000,S2_over_T2,collision_pool_ms,5,1.111436945436862,1.1085680442486692,1.1140561726567331,positive
4,44000,S2_over_T2,relax_ms,5,0.99995122192649177,0.99975602379899597,1.0004392958148247,inconclusive
4,44000,S2_over_T2,track_ms,5,1.0009356815729598,0.99813384786210846,1.0021387357944556,inconclusive
4,44000,S2_over_T2,bin_post_ms,5,0.9986702024149865,0.99866665756250017,1.0013333437395833,inconclusive
4,44000,S2_over_T2,moments_ms,5,0.99745692248632856,0.99492814328494794,1.0070953504529112,inconclusive
4,44000,S2_over_T2,pressure_post_ms,5,1.0005121728897886,0.99221183800623047,1.0075896336845049,inconclusive
4,44000,S2_over_T2,compaction_ms,5,1.0038790053739559,0.99589965307862693,1.0165517126082897,inconclusive
4,44000,S2_over_T2,boundary_ms,5,0.96000005765625129,0.96000005765625152,1,inconclusive
4,44000,S1_over_T1,total_ms,5,1.0213034091299218,1.0151611988052824,1.0330128681707049,positive
4,44000,S1_over_T1,gas_flux_ms,5,0.93614132978334819,0.85974757850366257,1.0719874797780879,inconclusive
4,44000,S1_over_T1,eulerian_coupling_ms,5,1,0.98969079275619032,1.0154639241268337,inconclusive
4,44000,S1_over_T1,injection_ms,5,1,0.96874999074935919,1,inconclusive
4,44000,S1_over_T1,bin_pre_ms,5,19.631579238714089,10.970587685808768,19.736843172448541,positive
4,44000,S1_over_T1,pressure_pre_ms,5,1.0698185339429185,1.0670160248518941,1.0744651119117137,positive
4,44000,S1_over_T1,collision_pool_ms,5,1.167381938452368,1.1478121402611028,1.1716577889727446,positive
4,44000,S1_over_T1,relax_ms,5,1.000048828125,0.9999512314462532,1.0007313766974255,inconclusive
