factor,initial_target_cell_particles,ratio,stage,pairs,median_speedup,ci95_low,ci95_high,classification
16,176000,S2_over_T2,collision_pool_ms,5,1.1154509007999642,1.1106651124808935,1.120002888611914,positive
16,176000,S2_over_T2,relax_ms,5,0.99990575737251419,0.99967036474882343,1.0001413816268836,inconclusive
16,176000,S2_over_T2,track_ms,5,0.99934923922474728,0.99895781341733036,1.0011723113145083,inconclusive
16,176000,S2_over_T2,bin_post_ms,5,1,0.99367083925853328,1,inconclusive
16,176000,S2_over_T2,moments_ms,5,0.99972133548937514,0.9889908812198327,1.0044630320103243,inconclusive
16,176000,S2_over_T2,pressure_post_ms,5,1.0057902617586953,0.98723119043847218,1.0198255553789648,inconclusive
16,176000,S2_over_T2,compaction_ms,5,0.99124293710742595,0.98062586525458761,1.0153846328379721,inconclusive
16,176000,S2_over_T2,boundary_ms,5,0.99546342552331146,0.96000005765625152,1,inconclusive
16,176000,S1_over_T1,total_ms,5,1.0400141551603284,1.0256095000014518,1.0424197676067199,positive
16,176000,S1_over_T1,gas_flux_ms,5,1.0173564909688915,0.96352586873381763,1.1248206498158873,inconclusive
16,176000,S1_over_T1,eulerian_coupling_ms,5,1,0.99481868877247559,1.0104165940708609,inconclusive
16,176000,S1_over_T1,injection_ms,5,1,1,1.0156250061511991,inconclusive
16,176000,S1_over_T1,bin_pre_ms,5,11.275361865367714,10.308011447862423,20.421052805250181,positive
16,176000,S1_over_T1,pressure_pre_ms,5,1.1260033273373089,1.110230643927588,1.150645084963875,positive
16,176000,S1_over_T1,collision_pool_ms,5,1.2476752556600974,1.2143507772438453,1.2645368659598772,positive
16,176000,S1_over_T1,relax_ms,5,0.99976451181128234,0.99948188969913743,1.0002355057597634,inconclusive
16,176000,S1_over_T1,track_ms,5,1.0002606929132007,0.99869912395278604,1.0020846752823638,inconclusive
16,176000,S1_over_T1,bin_post_ms,5,1.0025974229423178,1.0012970270073061,1.0038910784886821,positive
16,176000,S1_over_T1,moments_ms,5,1.0186916169883615,0.99808542335088934,1.03994898343132,inconclusive
16,176000,S1_over_T1,pressure_post_ms,5,1.0086868110145104,0.98133034196839597,1.0089742020337769,inconclusive
16,176000,S1_over_T1,compaction_ms,5,1.000226109950483,0.99511665826439066,1.0152092782733129,inconclusive
16,176000,S1_over_T1,boundary_ms,5,1,0.99934941444636716,1,inconclusive
32,352000,T2_over_T1,total_ms,5,1.1729878827001949,1.158734427681001,1.191636256575521,positive
32,352000,T2_over_T1,gas_flux_ms,5,1.0171920235118086,0.9306803538993329,1.1115942107709451,inconclusive
32,352000,T2_over_T1,eulerian_coupling_ms,5,0.99449667196567637,0.97461935302841529,1.0104165940708609,inconclusive
32,352000,T2_over_T1,injection_ms,5,1,0.96969695812887413,1.0166330726012229,inconclusive
32,352000,T2_over_T1,bin_pre_ms,5,0.97973776644946631,0.97857140284531785,0.98097502394264746,negative
32,352000,T2_over_T1,pressure_pre_ms,5,0.99659257464184203,0.99180892651605068,1.0155177936023185,inconclusive
32,352000,T2_over_T1,collision_pool_ms,5,4.9402689099340202,4.7511220946547486,5.0421260889467394,positive
32,352000,T2_over_T1,relax_ms,5,0.99995505088685921,0.99883178886451973,1.0001350030312286,inconclusive
32,352000,T2_over_T1,track_ms,5,1.0011374916309941,0.99446467092867508,1.0017712673897621,inconclusive
32,352000,T2_over_T1,bin_post_ms,5,0.97732700335293543,0.97613367657711458,0.97846887437584651,negative
32,352000,T2_over_T1,moments_ms,5,3.9788159510096412,3.8847044898234508,4.0392528217131334,positive
32,352000,T2_over_T1,pressure_post_ms,5,0.9899456155107339,0.9808627120661908,1.0039667305767976,inconclusive
32,352000,T2_over_T1,compaction_ms,5,0.99649259055210093,0.9848562882524774,1.0400580393931356,inconclusive
32,352000,T2_over_T1,boundary_ms,5,1,1,1,inconclusive
32,352000,S2_over_S1,total_ms,5,1.1478879063715284,1.1404518742632335,1.1542822398681196,positive
32,352000,S2_over_S1,gas_flux_ms,5,0.97001303742784706,0.85450062221540823,1.008230435017643,inconclusive
32,352000,S2_over_S1,eulerian_coupling_ms,5,1,0.9748743652306755,1.0052082970354306,inconclusive
32,352000,S2_over_S1,injection_ms,5,1,0.95643939136683775,1.0158730206463371,inconclusive
32,352000,S2_over_S1,bin_pre_ms,5,0.18610345200206088,0.12693246217960927,0.19437172272079023,negative
32,352000,S2_over_S1,pressure_pre_ms,5,0.99248178008571186,0.98094473992623998,1.0072639609003757,inconclusive
32,352000,S2_over_S1,collision_pool_ms,5,4.2622493569227382,4.2416666969039358,4.3187896309570366,positive
32,352000,S2_over_S1,relax_ms,5,0.99964016271819134,0.99950958910175225,1.0000491905948159,inconclusive
32,352000,S2_over_S1,track_ms,5,0.99911567925445055,0.99571683102817787,1.0011394218441301,inconclusive
32,352000,S2_over_S1,bin_post_ms,5,0.97374702302547278,0.97142855960352892,0.97729988052568684,negative
32,352000,S2_over_S1,moments_ms,5,3.9239276265143288,3.879038733621492,4.0048701668997371,positive
32,352000,S2_over_S1,pressure_post_ms,5,0.99756272003399959,0.98097343875180043,1.0057300915546965,inconclusive
32,352000,S2_over_S1,compaction_ms,5,0.98732217442259851,0.9832272548409613,1.0112748644004326,inconclusive
32,352000,S2_over_S1,boundary_ms,5,0.97959186675148358,0.96000005765625152,1.0416666041056339,inconclusive
32,352000,S2_over_T2,total_ms,5,1.0229456708307325,1.010991677729562,1.0341955461993582,positive
32,352000,S2_over_T2,gas_flux_ms,5,1.0086705445645199,0.89960885933946266,1.0484848225687267,inconclusive
32,352000,S2_over_T2,eulerian_coupling_ms,5,1,0.97016331030631586,1.0260415996180663,inconclusive
32,352000,S2_over_T2,injection_ms,5,1,0.93939391921702842,1.0283203019052745,inconclusive
32,352000,S2_over_T2,bin_pre_ms,5,4.108968444951107,2.7371847322885547,4.4349118324249739,positive
32,352000,S2_over_T2,pressure_pre_ms,5,1.1544526148061651,1.1399506395697059,1.1645022303022095,positive
32,352000,S2_over_T2,collision_pool_ms,5,1.1156197641402288,1.1077778295621152,1.1202672047176434,positive
32,352000,S2_over_T2,relax_ms,5,1,0.99950522648288709,1.0007198056751823,inconclusive
32,352000,S2_over_T2,track_ms,5,1.0006330261471592,0.9962101788994232,1.0029073368227777,inconclusive
32,352000,S2_over_T2,bin_post_ms,5,0.99880528253808232,0.99523812775696252,1.0011947174619176,inconclusive
32,352000,S2_over_T2,moments_ms,5,0.99332444559757915,0.99112425254522785,1.0160060973915344,inconclusive
32,352000,S2_over_T2,pressure_post_ms,5,1.0008284189457739,0.98761455807072696,1.0200976998491524,inconclusive
32,352000,S2_over_T2,compaction_ms,5,0.99429214630206342,0.95849751823781948,1.0076033592172655,inconclusive
32,352000,S2_over_T2,boundary_ms,5,0.97959186675148358,0.96000005765625152,1,inconclusive
32,352000,S1_over_T1,total_ms,5,1.0458300266233933,1.0381845470241924,1.0495457639076611,positive
32,352000,S1_over_T1,gas_flux_ms,5,1.0461760188159719,0.97823128480537636,1.189441040557089,inconclusive
32,352000,S1_over_T1,eulerian_coupling_ms,5,0.99934941495367036,0.98969079275619032,1.0104165940708609,inconclusive
32,352000,S1_over_T1,injection_ms,5,1,0.98486327967792742,1.0138613767706599,inconclusive
32,352000,S1_over_T1,bin_pre_ms,5,21.631579228434486,21.153846795257049,22.833331706633455,positive
32,352000,S1_over_T1,pressure_pre_ms,5,1.1579760285082936,1.1423881814712673,1.1754986468380346,positive
32,352000,S1_over_T1,collision_pool_ms,5,1.2844087556146926,1.2274191764206359,1.3168303627602156,positive
32,352000,S1_over_T1,relax_ms,5,1,0.99986081363172874,1.0000408125765541,inconclusive
32,352000,S1_over_T1,track_ms,5,1.0010127938665652,0.99873566702822403,1.0022617474401139,inconclusive
32,352000,S1_over_T1,bin_post_ms,5,1.0024509995873736,1,1.0036764993810607,inconclusive
32,352000,S1_over_T1,moments_ms,5,1.0080394369637029,1.0049562620667598,1.011669900695527,positive
32,352000,S1_over_T1,pressure_post_ms,5,0.99639152324576286,0.98913113605498937,1.0090886202914147,inconclusive
32,352000,S1_over_T1,compaction_ms,5,1.0096234065438499,0.98128069758540681,1.02492754150675,inconclusive
32,352000,S1_over_T1,boundary_ms,5,1,0.96000005765625152,1,inconclusive
64,704000,T2_over_T1,total_ms,5,1.2316960566483104,1.226054059022301,1.2406061960089105,positive
64,704000,T2_over_T1,gas_flux_ms,5,1.0246020446301956,0.94680029112273023,1.066044123286656,inconclusive
64,704000,T2_over_T1,eulerian_coupling_ms,5,1,0.98461545221585545,1.0104165940708609,inconclusive
64,704000,T2_over_T1,injection_ms,5,1,0.96874999074935919,1,inconclusive
64,704000,T2_over_T1,bin_pre_ms,5,0.97941498475445188,0.97830805089923545,0.98262757444062898,negative
64,704000,T2_over_T1,pressure_pre_ms,5,0.99592394617419655,0.9834477942339348,1.009781570950667,inconclusive
64,704000,T2_over_T1,collision_pool_ms,5,8.7094059014545522,8.5400845516347594,8.8799814961317871,positive
64,704000,T2_over_T1,relax_ms,5,1.0000825766778902,0.99962840952495058,1.0003305319391125,inconclusive
64,704000,T2_over_T1,track_ms,5,1.0009553449512465,0.99679538955846136,1.0026277708306179,inconclusive
64,704000,T2_over_T1,bin_post_ms,5,0.98249458675043944,0.97821353116778875,0.98358865517867144,negative
64,704000,T2_over_T1,moments_ms,5,6.9895829640882283,6.9489037575485737,7.1345409562712137,positive
64,704000,T2_over_T1,pressure_post_ms,5,1.0022963393569337,0.99234310095528921,1.0122755958656566,inconclusive
64,704000,T2_over_T1,compaction_ms,5,0.99921549043821245,0.98422561705587219,1.0154739442674123,inconclusive
64,704000,T2_over_T1,boundary_ms,5,1,1,1,inconclusive
64,704000,S2_over_S1,total_ms,5,1.2153036734681233,1.1955054816927611,1.225398061840639,positive
64,704000,S2_over_S1,gas_flux_ms,5,0.99570201545210679,0.93844046240765577,1.0922422918554717,inconclusive
64,704000,S2_over_S1,eulerian_coupling_ms,5,1,0.9940139811604588,1.0056965441900849,inconclusive
64,704000,S2_over_S1,injection_ms,5,1,0.9673076668650612,1.0322580743732117,inconclusive
64,704000,S2_over_S1,bin_pre_ms,5,0.19704433395636417,0.17567176065888074,0.38427947077392638,negative
64,704000,S2_over_S1,pressure_pre_ms,5,0.99114865979198485,0.97689575591991973,0.99565476940282738,negative
64,704000,S2_over_S1,collision_pool_ms,5,7.495815959610197,7.4041046556916736,7.5615864668925514,positive
64,704000,S2_over_S1,relax_ms,5,0.99991743695767343,0.99954576416647478,1.0004104068616335,inconclusive
64,704000,S2_over_S1,track_ms,5,0.99892731297400872,0.99856925847814748,1.0011931843910451,inconclusive
64,704000,S2_over_S1,bin_post_ms,5,0.97923500429712051,0.97707425048907282,0.98142081376534185,negative
64,704000,S2_over_S1,moments_ms,5,6.9972342016466893,6.8191837135686608,7.1110826610055202,positive
64,704000,S2_over_S1,pressure_post_ms,5,1.0076838463041229,0.98715404632105064,1.0162779866378782,inconclusive
64,704000,S2_over_S1,compaction_ms,5,1.0038013548340718,0.97287307330203987,1.0291764383345403,inconclusive
64,704000,S2_over_S1,boundary_ms,5,0.96000005765625129,0.96000005765625152,1,inconclusive
64,704000,S2_over_T2,total_ms,5,1.0299912838997489,1.0272146083699474,1.0311348081938605,positive
64,704000,S2_over_T2,gas_flux_ms,5,1.0092971665907524,0.98722649459863887,1.0232558310719921,inconclusive
64,704000,S2_over_T2,eulerian_coupling_ms,5,1,0.9940139811604588,1.0156249302705154,inconclusive
64,704000,S2_over_T2,injection_ms,5,1.0158730206463371,0.984615378651997,1.0322580743732117,inconclusive
64,704000,S2_over_T2,bin_pre_ms,5,4.5418718931240738,4.030567531417006,4.6231157894726511,positive
64,704000,S2_over_T2,pressure_pre_ms,5,1.167713836088796,1.1512937275584954,1.1706230793013603,positive
64,704000,S2_over_T2,collision_pool_ms,5,1.1153444307481162,1.1074226934494011,1.1155857445323221,positive
64,704000,S2_over_T2,relax_ms,5,0.99983487391534676,0.99942193372081944,1.0006197133608659,inconclusive
64,704000,S2_over_T2,track_ms,5,0.99916459906833888,0.99844999838576665,1.0007151417554099,inconclusive
64,704000,S2_over_T2,bin_post_ms,5,1,0.99781422255022201,1.0032787142023316,inconclusive
64,704000,S2_over_T2,moments_ms,5,1.0000158164155983,0.98969076096320729,1.0221655374768006,inconclusive
64,704000,S2_over_T2,pressure_post_ms,5,1.0015046675363932,0.99439165178178612,1.0053407759990052,inconclusive
64,704000,S2_over_T2,compaction_ms,5,1.0047465361549048,0.99384343884691828,1.0111845016055754,inconclusive
64,704000,S2_over_T2,boundary_ms,5,0.96000005765625129,0.96000005765625152,1,inconclusive
64,704000,S1_over_T1,total_ms,5,1.0427742693846196,1.0370310168959114,1.0589705531705675,positive
64,704000,S1_over_T1,gas_flux_ms,5,0.99709003977195942,0.91598616332653326,1.1516035103208888,inconclusive
64,704000,S1_over_T1,eulerian_coupling_ms,5,1.0104165940708609,0.99433572261633607,1.0104165940708609,inconclusive
64,704000,S1_over_T1,injection_ms,5,1,0.96874999074935919,1.0178926647433983,inconclusive
64,704000,S1_over_T1,bin_pre_ms,5,22.550000550537124,10.272727370484406,23.815790421166291,positive
64,704000,S1_over_T1,pressure_pre_ms,5,1.1693835791736638,1.1597977310400567,1.1942470284748166,positive
64,704000,S1_over_T1,collision_pool_ms,5,1.2878798343993356,1.2773297888471693,1.3215880462079252,positive
64,704000,S1_over_T1,relax_ms,5,1,0.99950975134935793,1.0002066042711522,inconclusive
64,704000,S1_over_T1,track_ms,5,0.99988085145907346,0.99857940273286838,1.0028673497004643,inconclusive
64,704000,S1_over_T1,bin_post_ms,5,1.0022321602665647,1,1.0033519814797836,inconclusive
64,704000,S1_over_T1,moments_ms,5,1.0152796036135543,0.98860856778468542,1.0258180760639868,inconclusive
64,704000,S1_over_T1,pressure_post_ms,5,1.0026417461075148,0.97415706708560035,1.0137398634111008,inconclusive
64,704000,S1_over_T1,compaction_ms,5,0.99772155286527553,0.9842256183940663,1.0207536691252577,inconclusive
64,704000,S1_over_T1,boundary_ms,5,1,1,1,inconclusive
